index,adress,arrondissement,date,school,lat,long
230,Rue de la Bastille,4,2019-06-13T22:00:00-04:00,Non,48.85380172,2.368399078
231,0,5,2009-12-14T20:00:00-05:00,Non,48.84827916,2.346671139
232,0,19,,Non,48.87690343,2.389428749
233,,18,2021-03-29T20:00:00-04:00,Oui,48.88636853,2.361019555
234,Rue de Mogador,9,2022-02-24T20:00:00-05:00,Non,48.87374686,2.331244957
235,0,10,,Non,48.87622075,2.362251853
236,0,17,,Non,48.87864177,2.291854477
237,0,13,,Non,48.84054412,2.369173044
238,Rue Christine de Pisan,17,,Non,48.89000846,2.307919113
239,,19,2020-10-19T20:00:00-04:00,Oui,48.88024904,2.371635975
240,0,19,2007-07-30T22:00:00-04:00,Non,48.88989147,2.378673475
241,Rue de la Présentation,11,2021-08-02T20:00:00-04:00,Oui,48.87085064,2.377155988
242,Rue de la Petite Corderie,3,2005-07-18T22:00:00-04:00,Non,48.86533756,2.362695044
243,0,20,2009-01-26T20:00:00-05:00,Non,48.87163202,2.378432288
244,0,5,,Non,48.84029946,2.349798683
245,0,13,,Non,48.82398282,2.362882473
246,0,12,2009-11-09T20:00:00-05:00,Non,48.85008679,2.382915382
247,0,1,,Non,48.86764168,2.331412376
248,0,6,2010-03-22T21:00:00-04:00,Non,48.85213646,2.336687781
249,0,11,2006-09-07T22:00:00-04:00,Non,48.86618638,2.371723412
250,,12,2020-09-14T20:00:00-04:00,Oui,48.84938106,2.376739379
251,Rue Boileau,16,2021-09-06T20:00:00-04:00,Oui,48.84132102,2.262528586
252,Esplanade Renée Lebas,11,,Non,48.85241791,2.381377861
253,Rue des Mariniers,14,2020-01-30T20:00:00-05:00,Non,48.82756924,2.311455725
254,Cité Voltaire,11,,Non,48.85272059,2.390406912
255,0,10,2001-01-03T20:00:00-05:00,Non,48.87771179,2.366900211
256,0,16,,Non,48.86725631,2.270184358
257,0,18,,Non,48.88992473,2.340253499
258,0,12,,Non,48.84563392,2.387756096
259,0,14,,Non,48.8356768,2.316401174
260,0,12,,Non,48.84011811,2.379850469
261,0,4,,Non,48.85595354,2.357012749
262,0,15,2013-02-07T20:00:00-05:00,Non,48.83772113,2.31213898
263,0,20,,Non,48.85656919,2.399034036
264,0,13,,Non,48.82877229,2.367918708
265,0,20,2010-10-07T22:00:00-04:00,Non,48.86565965,2.388679983
266,Rue Madeleine Brès- rue Augustin Mouchot,13,,Non,48.8216443,2.349710586
267,0,20,,Non,48.85825548,2.400258512
268,0,13,,Non,48.82446969,2.368995342
269,Rue Emile Desvaux- rue Paul de Kock,19,2021-07-19T20:00:00-04:00,Non,48.87727119,2.398844776
270,0,10,2015-11-25T20:00:00-05:00,Non,48.87923786,2.354377928
271,,10,2020-10-01T22:00:00-04:00,Oui,48.87165056,2.358095598
272,,1,2016-07-11T22:00:00-04:00,Non,48.8625586,2.339850724
273,,13,2020-12-07T19:00:00-05:00,Oui,48.82074082,2.367784297
274,Rue Choderlos de Laclos,13,2022-05-26T20:00:00-04:00,Non,48.83234897,2.378707315
275,0,13,,Non,48.82905506,2.353151209
276,0,1,2011-07-11T22:00:00-04:00,Non,48.86096941,2.341890929
277,0,11,,Non,48.85102112,2.379734613
278,0,4,,Non,48.85275137,2.352719038
279,Rue Yéo Thomas,13,,Non,48.83139651,2.362273365
280,0,14,2009-12-10T20:00:00-05:00,Non,48.83449243,2.314691521
281,0,14,2009-12-10T20:00:00-05:00,Non,48.83634028,2.317225116
282,Allée Marc Chagall,13,,Non,48.81986878,2.360548145
283,0,12,,Non,48.84404647,2.385946737
284,0,14,2006-12-04T20:00:00-05:00,Non,48.83033744,2.322020656
285,0,5,2009-12-14T20:00:00-05:00,Non,48.85189532,2.346733127
286,Passage Alexandrine,11,2022-01-31T20:00:00-05:00,Non,48.85599962,2.387391689
287,0,7,,Non,48.86189726,2.322313952
288,Zac Bercy,12,1999-06-14T22:00:00-04:00,Non,48.83355581,2.38559961
289,0,4,2018-04-26T22:00:00-04:00,Non,48.85803544,2.358804808
290,Rue du Cambodge,20,2020-01-06T20:00:00-05:00,Non,48.86564373,2.398668732
291,,20,2020-08-24T22:00:00-04:00,Non,48.86965275,2.404474966
292,0,18,2006-10-02T22:00:00-04:00,Non,48.8861111,2.355659223
293,0,10,2001-01-03T20:00:00-05:00,Non,48.87790303,2.369088795
294,0,5,2009-12-14T20:00:00-05:00,Non,48.84113115,2.35017455
295,0,4,,Non,48.85893432,2.358164393
296,0,12,,Non,48.839453,2.381354896
297,0,20,,Non,48.86603548,2.395247594
298,Rue Saint-Mathieu,18,2021-03-29T20:00:00-04:00,Non,48.88631337,2.356052653
299,0,13,2006-08-10T22:00:00-04:00,Non,48.83605643,2.379524493
300,0,19,,Non,48.88505101,2.377487164
301,,5,2020-12-21T19:00:00-05:00,Oui,48.8514472,2.344662508
302,0,20,,Non,48.86954133,2.398040783
303,0,3,2005-07-28T22:00:00-04:00,Non,48.86489754,2.363150352
304,0,19,,Non,48.88609122,2.389267966
305,Rue Georges Balanchine,13,2020-10-01T22:00:00-04:00,Oui,48.83627458,2.373460562
306,Rue Brisemiche,4,2019-09-23T22:00:00-04:00,Non,48.85944174,2.351733767
307,,13,2020-10-01T22:00:00-04:00,Oui,48.83075323,2.379101956
308,0,3,2007-01-08T20:00:00-05:00,Non,48.86879279,2.354728534
309,Rue des Tourelles,20,2021-09-02T20:00:00-04:00,Oui,48.87462585,2.40385372
310,0,13,2012-10-11T22:00:00-04:00,Non,48.82124672,2.344816365
311,0,20,,Non,48.87055746,2.383170724
312,Rue Taclet,20,2021-08-12T20:00:00-04:00,Oui,48.87151316,2.39775407
313,0,6,2009-12-10T20:00:00-05:00,Non,48.85260529,2.340177489
314,0,15,,Non,48.85007677,2.279775302
315,0,16,2016-04-21T22:00:00-04:00,Non,48.85729142,2.278321209
316,Place de la Nation,12,,Non,48.84840619,2.394294749
317,0,20,,Non,48.85505706,2.402464193
318,Place de la Nation,11,,Non,48.84926418,2.39499645
319,Les Halles,1,2016-05-05T22:00:00-04:00,Non,48.86159993,2.347568349
320,Les Halles,1,2016-05-05T22:00:00-04:00,Non,48.86388389,2.346883029
321,Rue de la Cour des Noues,20,2020-09-14T22:00:00-04:00,Oui,48.86432726,2.401031077
322,0,7,,Non,48.8629289,2.306276486
323,,2,2007-01-08T20:00:00-05:00,Non,48.86385906,2.350055665
324,Rue Boucher,1,2021-07-05T20:00:00-04:00,Non,48.85948604,2.344147806
325,Rue Baptiste Renard,13,2021-12-02T20:00:00-05:00,Oui,48.82809867,2.36694494
326,0,20,2008-02-07T20:00:00-05:00,Non,48.86847699,2.394486423
327,Rue du Sommerard,5,2021-09-02T20:00:00-04:00,Oui,48.84992536,2.346648419
328,0,4,2007-07-26T22:00:00-04:00,Non,48.85516291,2.360706051
329,Rue des Cheminets,19,2021-09-06T20:00:00-04:00,Oui,48.88770447,2.398690499
330,Berges de Seine Rive droite (circulation des véhicules terrestres interdite),4,2018-03-08T20:00:00-05:00,Non,48.85250496,2.357306292
331,Rue Paul Baudry,8,2022-12-20T19:00:00-05:00,Oui,48.87252647,2.307620881
332,Voie B/4 (village Saint-Paul),4,2022-07-28T20:00:00-04:00,Non,48.8533329,2.360947775
333,0,9,,Non,48.87394894,2.328373468
334,0,15,2009-10-12T22:00:00-04:00,Non,48.84220384,2.284948524
335,0,5,2009-12-14T20:00:00-05:00,Non,48.85127784,2.347725861
336,0,17,,Non,48.88910316,2.3172041
337,0,12,2020-09-14T22:00:00-04:00,Non,48.84365491,2.386289286
338,Rue de la Légion d'Honneur,7,2008-08-18T22:00:00-04:00,Non,48.860334,2.325151135
339,0,16,,Non,48.85843345,2.268887297
340,0,4,,Non,48.85621239,2.355367226
341,Rue Pierre Gourdault- rue de Vimoutiers,13,2020-10-01T20:00:00-04:00,Oui,48.83137963,2.370629952
342,Rue Louis Vierne,17,,Non,48.88809878,2.289719042
343,0,9,,Non,48.87708658,2.34359387
344,Rue du Père Brottier et avenue Boudon,16,2021-08-19T20:00:00-04:00,Oui,48.84990805,2.270445389
345,0,3,2006-04-03T22:00:00-04:00,Non,48.86138483,2.36314414
346,,16,2020-09-24T22:00:00-04:00,Oui,48.8650767,2.282244577
347,0,4,,Non,48.85516687,2.346993266
348,0,20,,Non,48.85512197,2.407764573
349,,19,2020-10-19T20:00:00-04:00,Oui,48.88576013,2.379796838
350,Rue de Louvois,2,2021-12-23T20:00:00-05:00,Oui,48.86817909,2.337675305
351,Place du Cardinal Amette,15,2022-04-04T20:00:00-04:00,Oui,48.85098392,2.296876772
352,Place Jean Vilar- rue Fernand Braudel- Abel Gance- Jean Giono- Valéry Larbaud,13,2022-05-26T20:00:00-04:00,Non,48.83574525,2.373665176
353,0,5,2009-12-14T20:00:00-05:00,Non,48.84076384,2.349195762
354,0,19,2005-08-11T22:00:00-04:00,Non,48.88558278,2.381472221
355,0,15,,Non,48.84075272,2.278586597
356,0,17,,Non,48.88999097,2.325729154
357,Rue Roger Bacon,17,,Oui,48.88301255,2.290204929
358,0,10,,Non,48.87179922,2.361540662
359,Zac Bercy,12,1999-06-14T22:00:00-04:00,Non,48.8367494,2.382542536
360,Rue Hermel,18,2021-03-29T20:00:00-04:00,Oui,48.89137897,2.344450208
361,0,20,,Non,48.86022013,2.406299996
362,0,19,,Non,48.88427762,2.38883975
363,Place Martin Nadaud,20,,Non,48.86505135,2.39487236
364,0,10,2013-12-26T20:00:00-05:00,Non,48.87225882,2.363846693
365,,5,2020-09-03T22:00:00-04:00,Oui,48.83947386,2.3464776
366,0,17,2006-02-13T20:00:00-05:00,Non,48.88877575,2.325090633
367,Rue Pujet,18,2021-03-29T20:00:00-04:00,Non,48.88404329,2.333451638
368,0,17,,Non,48.8881734,2.322280342
369,0,5,2009-07-09T22:00:00-04:00,Non,48.84467281,2.351009515
370,0,1,2008-03-17T21:00:00-04:00,Non,48.86179086,2.342435219
371,0,19,,Non,48.87990963,2.392907756
372,Rue du Mont Aigoual,15,,Non,48.84275036,2.275440953
373,Allée Vivaldi,12,,Non,48.84106509,2.393325663
374,Boulevard Murat,16,2022-03-31T20:00:00-04:00,Oui,48.83906723,2.265124178
375,0,10,2007-05-14T22:00:00-04:00,Non,48.86908162,2.357953321
376,0,18,2018-09-06T22:00:00-04:00,Non,48.89538501,2.365826636
377,0,20,2013-08-01T22:00:00-04:00,Non,48.86782643,2.406121133
378,Rue Milton,9,2022-05-26T22:00:00-04:00,Oui,48.87734081,2.340665762
379,Place du Louvre,1,2022-04-28T22:00:00-04:00,Non,48.86001418,2.340937162
380,Route de Sèvres à Neuilly,16,2022-01-03T20:00:00-05:00,Non,48.85708689,2.237266929
381,0,9,2017-05-18T22:00:00-04:00,Non,48.88326185,2.329585292
382,Rue Pihet,11,2021-07-29T20:00:00-04:00,Oui,48.86364602,2.373770227
383,0,10,2005-07-28T22:00:00-04:00,Non,48.87329562,2.358358783
384,,16,2020-08-27T22:00:00-04:00,Oui,48.85595654,2.272909038
385,0,15,2009-10-12T22:00:00-04:00,Non,48.84269115,2.28382313
386,0,13,,Non,48.82765515,2.353440013
387,Rue Marie Laurencin- rue André Derain,12,,Non,48.84000249,2.406487651
388,0,18,2006-06-12T22:00:00-04:00,Non,48.88374175,2.343549707
389,Rue du Mont Cenis,18,,Non,48.88798345,2.341751843
390,0,9,,Non,48.8748753,2.328446561
391,0,20,,Non,48.86575002,2.38582846
392,Rue Lally-Tollendal,19,,Non,48.88265387,2.374825797
393,0,11,,Non,48.85588216,2.382549167
394,0,4,,Non,48.85740646,2.358941486
395,0,20,,Non,48.85953436,2.405043793
