arrondissement,size,rooms,price,vue,gardien,calme,refait,ascenseur,terrasse,ancien,charmant,entretenu,magnifique,exclusivité,superbe,lumineux,beau,traversant,standing,hauteur,pierre,recent,pricem2
12,42.64,2,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9357.410882
14,96,5,899000,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9364.583333
14,42.68,3,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9372.071228
20,35.04,1,329000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9389.269406
20,28,1,263000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9392.857143
19,78.63,3,739000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9398.448429
15,76.99,5,724000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9403.818678
20,71,3,667800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9405.633803
15,76,3,715000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9407.894737
20,17,1,160000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9411.764706
20,60,3,565000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9416.666667
12,58.33,3,549500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9420.538316
10,40.33,2,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9422.266303
20,29,1,273500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9431.034483
15,105.35,5,994000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,9435.215947
17,95.26,4,899000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9437.329414
19,42.19,2,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9457.21735
16,50,2,473000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9460
18,57.68,3,546000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9466.019417
17,16.58,1,157000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9469.240048
10,66,3,625000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9469.69697
16,34,1,322000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9470.588235
17,19,1,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9473.684211
18,90.17,6,855000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9482.089387
16,60,3,569000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9483.333333
16,103,5,977000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9485.436893
14,39,2,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9487.179487
16,47,2,446000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9489.361702
18,17.27,1,164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9496.236248
15,47.06,2,447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9498.512537
14,31.04,3,295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9503.865979
12,33.13,2,315000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9507.998793
16,43,2,409000,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9511.627907
16,39.94,2,380000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9514.271407
12,31,1,295000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9516.129032
20,32.55,1,310000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9523.809524
19,42,2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9523.809524
14,68.23,3,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9526.601202
14,91.8,4,875000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9531.590414
15,57.68,3,550000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9535.367545
15,67.57,4,645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9545.656356
14,67.02,3,640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9549.388242
9,27.12,2,259000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9550.147493
18,47,3,449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9553.191489
12,47.25,2,451500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9555.555556
13,64.83,3,620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9563.4737
13,48.08,2,460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9567.387687
9,67.78,3,649000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9575.095898
12,34.34,2,329000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9580.663949
15,70.35,3,675000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9594.882729
15,55.75,3,535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9596.412556
15,74.5,4,715000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9597.315436
18,92.15,5,885000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9603.906674
11,29.15,1,280000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9605.488851
12,60,3,577000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9616.666667
15,79,4,760000,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9620.253165
19,64.75,3,623000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9621.621622
13,43.64,3,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9624.197984
10,67.4,3,649000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9629.080119
18,26.88,1,259000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9635.416667
14,27.5,2,265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9636.363636
13,65.8,4,635000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9650.455927
10,10.2,1,98450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9651.960784
15,43.51,2,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9652.953344
14,49.82,3,481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9654.757126
13,74.26,4,717000,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9655.265284
17,36.35,2,351000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9656.121045
13,54.88,3,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9657.434402
16,77,3,744000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9662.337662
17,11.9,1,115000,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9663.865546
12,93,5,899000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9666.666667
15,42.82,2,414000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9668.379262
19,22.71,2,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9687.362395
15,73.79,4,715000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9689.659846
16,88.23,3,855000,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9690.581435
15,49,3,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9693.877551
15,80.33,4,780000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9709.946471
13,18.51,1,180000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9724.473258
20,18.51,1,180000,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9724.473258
17,22,2,214000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9727.272727
20,37.5,2,365000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9733.333333
12,30.27,1,295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9745.622729
12,40.51,1,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9750.678845
18,46,3,449000,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9760.869565
11,21.86,1,213400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9762.122598
17,57.36,3,560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9762.900976
15,58.14,3,568000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9769.521844
19,47.02,3,460000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9783.071034
10,70,3,685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9785.714286
12,40.85,2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9791.921665
19,28.58,1,280000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9797.060882
15,79.58,4,780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9801.457653
19,48.46,3,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9801.898473
12,77.4,4,759000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9806.20155
14,96.81,4,950000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,9813.035843
15,35.54,2,349000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9819.921216
17,71.25,3,700000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9824.561404
17,95.65,5,940000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9827.496079
17,36.01,2,354000,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,9830.60261
11,23.88,1,235000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9840.871022
16,30.35,1,299000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9851.729819
18,30.41,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9865.175929
10,91.07,4,899000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9871.527397
16,99.75,4,985000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9874.686717
16,80,3,790000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9875
20,29.36,1,290000,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9877.384196
18,42.93,2,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9899.836944
13,100,5,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900
20,61,3,605000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9918.032787
16,10.07,1,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9930.486594
13,80.44,3,799500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9939.085032
15,42.33,2,421000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9945.665013
13,78.41,3,780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9947.710751
18,24,2,239000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9958.333333
11,78.32,4,780000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9959.141982
15,66.25,3,660000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9962.264151
15,58.2,3,580000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9965.635739
9,42.63,1,425000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9969.505043
20,50,2,499000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,9980
12,57.9,3,578000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9982.728843
11,42.07,3,420000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9983.361065
18,25.04,2,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9984.025559
15,77.07,3,769900,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,9989.619826
20,14.5,1,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
15,53,2,530000,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
18,31.6,2,317000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10031.64557
15,47.23,3,474000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10035.99407
18,24.41,1,245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036.87014
15,69.23,3,695000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10039.00043
13,64.06,3,644800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10065.56353
13,56.82,3,572000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10066.87786
16,74,3,745000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10067.56757
11,69.42,3,699000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10069.14434
14,20.84,1,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10076.77543
11,14.36,1,145000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10097.49304
16,37.51,2,379000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10103.97227
18,30.1,2,305000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10132.89037
11,90.7,4,920000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10143.32966
17,78.7,4,799000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10152.47776
15,64,3,650000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10156.25
11,53.16,3,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10158.01354
12,65.77,3,669000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10171.81086
20,15.2,1,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10197.36842
12,93.6,4,955000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10202.99145
17,17.15,1,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10204.08163
19,19.5,1,199000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10205.12821
14,24.48,2,250000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10212.4183
15,76.86,3,785000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10213.37497
15,62.65,3,640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10215.48284
16,41,2,419000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10219.5122
17,66.52,3,680000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10222.48948
17,66.52,3,680000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10222.48948
14,24.55,1,251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10224.03259
15,67.07,3,685750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10224.39243
15,55.64,3,569000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10226.45579
17,51.26,2,525000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10241.90402
20,40,2,410000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10250
20,52.63,3,539900,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10258.40775
15,61.41,3,630000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10258.91549
11,19,1,195000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10263.15789
16,37.47,2,385000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,10274.88658
13,18.88,1,194000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10275.42373
12,33.76,2,347000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10278.43602
18,19.36,2,199000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10278.92562
10,68,3,699000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10279.41176
19,68,3,699000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10279.41176
15,29.18,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10281.01439
18,36.21,3,372400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10284.45181
6,34,2,349800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10288.23529
14,34,2,350000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10294.11765
14,34,2,350000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10294.11765
17,30,2,309000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10300
11,25,2,258000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10320
17,68.24,3,705000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10331.18406
15,15,1,155000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10333.33333
18,48,2,496400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10341.66667
18,38.57,2,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10344.82759
16,45.32,3,469000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10348.63195
20,53.08,2,549900,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,10359.83421
15,41.02,2,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10360.79961
19,48.15,3,499000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10363.44756
10,17.64,1,183000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10374.14966
18,49.53,3,515000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397.73874
12,72,3,749000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10402.77778
11,28.74,1,299000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10403.61865
12,47,3,489000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10404.25532
15,59.52,3,620000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10416.66667
15,53.7,3,560000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10428.3054
16,43.15,2,450000,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10428.73696
15,67.1,3,700000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10432.19076
12,34.5,2,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10434.78261
15,53.66,3,560000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10436.07902
15,85.76,4,895000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10436.10075
15,16,1,167000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10437.5
17,45.5,2,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10439.56044
15,68,3,710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10441.17647
20,50.28,2,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10441.52745
12,60.21,3,629000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10446.76964
16,33,2,345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10454.54545
11,26.3,1,275000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10456.27376
14,48,3,502000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10458.33333
16,65,3,680000,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10461.53846
9,6.21,1,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10466.98873
17,19,1,199000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10473.68421
17,35.75,2,374500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10475.52448
11,63.95,3,670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10476.93511
13,40.08,2,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10479.04192
14,41,2,430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10487.80488
15,52.4,3,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10496.18321
12,11.43,1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10498.68766
10,24.63,2,259000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10515.63134
11,41.34,2,435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10522.49637
14,68.9,3,725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10522.49637
17,19.48,1,205000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10523.61396
18,17,1,179000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10529.41176
9,39.7,2,419000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10554.15617
17,19.13,1,202000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10559.33089
16,84,4,888000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10571.42857
11,70.78,3,749000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10582.08533
11,59.43,3,629000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10583.8802
15,45.35,2,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10584.34399
11,63.3,3,670000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10584.51817
17,48,2,508250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10588.54167
17,28.32,2,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10593.22034
19,32,2,339000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10593.75
11,64.08,3,679000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10596.12984
18,33.85,2,359000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10605.613
10,46.13,2,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10622.15478
9,39.44,2,419000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10623.73225
10,16,1,170000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10625
18,42.69,2,453650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10626.61045
14,28.69,2,305000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10630.88184
14,55,3,585000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10636.36364
15,62.03,3,660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10640.0129
17,61.07,3,650000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10643.52383
17,7.23,1,77000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10650.06916
18,21.77,1,233200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10711.98898
15,21.47,1,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10712.62226
3,14,1,150000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10714.28571
4,42.27,2,453000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10716.82044
17,48.52,2,520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10717.23001
12,52.7,2,565000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10721.06262
19,34.5,2,370000,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10724.63768
12,83.39,4,895000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10732.70176
10,55.81,2,599000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10732.84358
10,55.81,2,599000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10732.84358
11,17.77,1,191000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10748.45245
11,9.21,1,99000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10749.18567
18,31.1,1,334380,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10751.76849
18,35.98,2,387000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10755.97554
15,45.45,3,489000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10759.07591
16,15.91,1,171200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10760.52797
11,29.18,1,314000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10760.79507
15,85.45,4,920000,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10766.53013
17,35.15,2,379000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10782.36131
