index,price,adress,arrondissement,m2,rooms,pricem2,lat,long,tree_dist,tree_num,ilot_dist,wrong_num,ilot_num,aire_dist,aire_num
21529,1650000,8 bd andre maurois 75016,16,150,4,11000,48.87809,2.278024,668,5,84,726,727,1015,152
21530,591223,8 bd andre maurois 75016,16,80,2,7390,48.87809,2.278024,668,5,84,726,727,1015,152
21441,140000,6 bd andre maurois 75016,16,10,1,14000,48.878007,2.278688,638,5,46,726,727,959,152
21442,1860000,6 bd andre maurois 75016,16,133,4,13985,48.878007,2.278688,638,5,46,726,727,959,152
21443,883200,6 bd andre maurois 75016,16,75,2,11776,48.878007,2.278688,638,5,46,726,727,959,152
21396,1544000,4 bd andre maurois 75016,16,165,5,9358,48.877971,2.278978,626,5,46,726,727,934,152
20615,220000,23 rue weber 75016,16,24,1,9167,48.875496,2.281241,317,5,113,886,887,794,152
20435,510000,34 bd marbeau 75016,16,57,2,8947,48.874779,2.279399,290,5,165,364,365,782,115
25314,255000,14 rue gustave charpentier 75017,17,32,1,7969,48.881141,2.28135,943,5,180,652,653,781,357
25315,260000,14 rue gustave charpentier 75017,17,36,1,7222,48.881141,2.28135,943,5,180,652,653,781,357
25316,550000,14 rue gustave charpentier 75017,17,82,3,6707,48.881141,2.28135,943,5,180,652,653,781,357
25317,405000,14 rue gustave charpentier 75017,17,61,2,6639,48.881141,2.28135,943,5,180,652,653,781,357
25318,192000,14 rue gustave charpentier 75017,17,30,1,6400,48.881141,2.28135,943,5,180,652,653,781,357
25319,440000,14 rue gustave charpentier 75017,17,69,3,6377,48.881141,2.28135,943,5,180,652,653,781,357
25320,300000,14 rue gustave charpentier 75017,17,51,2,5882,48.881141,2.28135,943,5,180,652,653,781,357
25321,455000,14 rue gustave charpentier 75017,17,82,3,5549,48.881141,2.28135,943,5,180,652,653,781,357
20324,1545000,22 rue marbeau 75016,16,170,5,9088,48.87472,2.280378,246,5,200,886,887,780,115
20338,840000,17 rue marbeau 75016,16,66,3,12727,48.874691,2.280155,249,5,208,886,887,775,115
24924,525000,2 pl blanche lefebvre 75017,17,61,3,8607,48.897388,2.317876,677,106,39,17,18,775,167
20210,1560000,7 vla dupont 75016,16,146,5,10685,48.874467,2.28149,203,5,198,650,651,769,115
20199,2931875,42 rue pergolese 75016,16,240,6,12216,48.874224,2.282456,199,5,182,650,651,767,115
3001,365000,139 bd saint michel 75005,5,20,1,18250,48.841534,2.337876,593,80,89,738,739,766,365
2997,2054871,137 bd saint michel 75005,5,160,6,12843,48.841817,2.338028,582,80,100,738,739,764,365
20405,560500,14 rue weber 75016,16,41,1,13671,48.87509,2.281922,276,5,178,886,887,759,152
20406,1010500,14 rue weber 75016,16,79,3,12791,48.87509,2.281922,276,5,178,886,887,759,152
20407,197500,14 rue weber 75016,16,16,1,12344,48.87509,2.281922,276,5,178,886,887,759,152
20408,197500,14 rue weber 75016,16,16,1,12344,48.87509,2.281922,276,5,178,886,887,759,152
20230,2816000,16 rue marbeau 75016,16,125,4,22528,48.874484,2.28073,211,5,214,650,651,758,115
3016,550000,145 bd saint michel 75005,5,41,3,13415,48.841054,2.337613,615,80,98,738,739,754,116
20314,684000,7 rue weber 75016,16,56,2,12214,48.874699,2.282276,241,5,229,650,651,753,152
20239,900000,40 rue pergolese 75016,16,83,4,10843,48.874318,2.282603,214,5,186,779,780,751,152
20433,2410000,32 bd marbeau 75016,16,220,6,10955,48.874464,2.278927,289,5,156,364,365,748,115
20286,1104061,3 rue weber 75016,16,72,3,15334,48.874534,2.28252,232,5,210,779,780,744,152
20357,1850000,26 rue lalo 75016,16,180,6,10278,48.874422,2.279518,253,5,196,364,365,742,115
20169,1700000,12 rue marbeau 75016,16,170,6,10000,48.874293,2.281014,185,5,187,650,651,742,115
20359,1680000,8 rue weber 75016,16,136,6,12353,48.874799,2.282355,253,5,225,886,887,741,152
20339,940000,6 rue weber 75016,16,84,4,11190,48.874719,2.282473,249,5,229,779,780,737,152
20340,330000,6 rue weber 75016,16,35,1,9429,48.874719,2.282473,249,5,229,779,780,737,152
16135,1330000,1 rue cassini 75014,14,131,5,10153,48.836728,2.338028,768,80,211,68,69,735,45
20122,607100,49 rue pergolese 75016,16,50,2,12142,48.873942,2.282254,163,5,147,650,651,732,115
20123,140845,49 rue pergolese 75016,16,13,1,10834,48.873942,2.282254,163,5,147,650,651,732,115
20315,953000,4 rue weber 75016,16,94,3,10138,48.874592,2.282662,242,5,210,779,780,730,152
20331,3545200,9 rue lalo 75016,16,212,6,16723,48.874312,2.279417,248,5,197,364,365,730,115
20332,822000,9 rue lalo 75016,16,85,3,9671,48.874312,2.279417,248,5,197,364,365,730,115
20114,633000,50 rue pergolese 75016,16,45,2,14067,48.873973,2.282071,160,5,146,650,651,730,115
3012,517000,47 rue henri barbusse 75005,5,52,2,9942,48.839868,2.337977,604,80,227,738,739,724,365
24661,656700,17 rue du dr paul brousse 75017,17,70,3,9381,48.895681,2.318304,556,106,143,30,31,724,27
24662,205000,17 rue du dr paul brousse 75017,17,25,2,8200,48.895681,2.318304,556,106,143,30,31,724,27
3015,478000,94 bd de port-royal 75005,5,38,2,12579,48.839516,2.337988,614,80,263,738,739,722,365
14937,452000,39 bd saint jacques 75014,14,35,2,12914,48.82099,2.334762,128,26,314,148,149,721,127
14938,249000,39 bd saint jacques 75014,14,21,1,11857,48.82099,2.334762,128,26,314,148,149,721,127
20110,130000,10 rue laurent pichat 75016,16,12,1,10833,48.873707,2.282593,157,5,133,779,780,719,115
20111,1304380,10 rue laurent pichat 75016,16,129,4,10111,48.873707,2.282593,157,5,133,779,780,719,115
20115,450200,8 rue laurent pichat 75016,16,37,1,12168,48.873646,2.282722,160,5,120,779,780,716,115
20116,2316000,8 rue laurent pichat 75016,16,221,5,10480,48.873646,2.282722,160,5,120,779,780,716,115
24862,340000,32 rue pierre rebiere 75017,17,35,1,9714,48.897633,2.318609,644,106,89,17,18,714,167
24863,307950,32 rue pierre rebiere 75017,17,35,1,8799,48.897633,2.318609,644,106,89,17,18,714,167
20215,170000,20 rue lalo 75016,16,13,1,13077,48.874143,2.279935,206,5,203,411,412,713,115
20216,164000,20 rue lalo 75016,16,13,1,12615,48.874143,2.279935,206,5,203,411,412,713,115
24775,252000,8 pas boulay 75017,17,28,2,9000,48.895506,2.317655,603,106,166,770,771,712,336
20349,2440000,37 rue pergolese 75016,16,130,4,18769,48.874475,2.283078,250,5,184,779,780,708,152
24602,134000,13 rue du dr paul brousse 75017,17,12,1,11167,48.895448,2.318329,546,106,136,30,31,708,27
24603,75000,13 rue du dr paul brousse 75017,17,10,1,7500,48.895448,2.318329,546,106,136,30,31,708,27
24604,425000,13 rue du dr paul brousse 75017,17,81,4,5247,48.895448,2.318329,546,106,136,30,31,708,27
20088,1665400,54 rue pergolese 75016,16,130,6,12811,48.873814,2.281824,136,5,126,650,651,708,115
2958,126865,19 rue du val de grace 75005,5,11,1,11533,48.841462,2.338585,531,80,149,738,739,706,365
20086,1895000,51 rue pergolese 75016,16,199,6,9523,48.873757,2.281969,134,5,122,650,651,705,115
20191,415000,18 rue lalo 75016,16,28,2,14821,48.874052,2.28007,192,5,198,411,412,704,115
20087,1896950,1 rue marbeau 75016,16,125,5,15176,48.873869,2.281378,136,5,133,650,651,703,115
16169,1300000,10 rue cassini 75014,14,98,4,13265,48.837142,2.337261,791,80,229,68,69,701,45
20388,800000,36 rue pergolese 75016,16,61,3,13115,48.874621,2.28307,263,5,201,779,780,699,152
20370,359000,35 rue pergolese 75016,16,25,1,14360,48.874529,2.283161,259,5,188,779,780,699,152
20371,555000,35 rue pergolese 75016,16,49,2,11327,48.874529,2.283161,259,5,188,779,780,699,152
24582,415000,11 rue du dr paul brousse 75017,17,45,2,9222,48.895338,2.31834,541,106,134,30,31,699,336
24583,365000,11 rue du dr paul brousse 75017,17,55,3,6636,48.895338,2.31834,541,106,134,30,31,699,336
24584,209600,11 rue du dr paul brousse 75017,17,33,2,6352,48.895338,2.31834,541,106,134,30,31,699,336
14955,636500,31 bd saint jacques 75014,14,59,3,10788,48.820572,2.336656,159,26,189,148,149,698,310
14956,130000,31 bd saint jacques 75014,14,20,1,6500,48.820572,2.336656,159,26,189,148,149,698,310
24895,501000,107 bd bessieres 75017,17,47,2,10660,48.895381,2.316917,659,106,185,770,771,697,336
24896,615000,107 bd bessieres 75017,17,71,3,8662,48.895381,2.316917,659,106,185,770,771,697,336
24897,535000,107 bd bessieres 75017,17,71,3,7535,48.895381,2.316917,659,106,185,770,771,697,336
2962,581000,42 rue henri barbusse 75005,5,48,3,12104,48.840935,2.338516,538,80,165,738,739,696,365
16175,790000,12 rue cassini 75014,14,49,2,16122,48.83719,2.337124,798,80,232,68,69,694,45
2930,457500,17 rue du val de grace 75005,5,36,1,12708,48.841415,2.338755,517,80,165,738,739,690,365
2931,290000,17 rue du val de grace 75005,5,27,1,10741,48.841415,2.338755,517,80,165,738,739,690,365
2913,2900000,24 rue henri barbusse 75005,5,197,6,14721,48.842048,2.339105,494,80,193,738,739,689,365
16181,870000,14 rue cassini 75014,14,70,2,12429,48.83723,2.337011,803,80,236,68,69,688,45
20126,490000,14 rue lalo 75016,16,42,2,11667,48.873886,2.28032,164,5,176,650,651,688,115
19541,632000,4 vla letellier 75015,15,54,3,11704,48.844,2.317957,1020,12,320,711,712,683,128
3679,992000,13 rue saint romain 75006,6,45,2,22044,48.847439,2.321034,557,12,106,86,87,683,128
15608,406000,1 rue bruller 75014,14,43,3,9442,48.82812,2.33535,495,81,128,672,673,681,127
17859,338437,1 rue leon delagrange 75015,15,40,2,8461,48.834161,2.285438,473,8,76,741,742,680,163
19843,247000,10 rue armand moisant 75015,15,20,1,12350,48.842455,2.317245,1194,12,142,711,712,679,281
19844,490000,10 rue armand moisant 75015,15,43,2,11395,48.842455,2.317245,1194,12,142,711,712,679,281
24855,616000,10 rue de la jonquiere 75017,17,56,3,11000,48.895193,2.317071,641,106,161,770,771,676,336
2928,945000,31 rue henri barbusse 75005,5,80,4,11812,48.841046,2.338804,514,80,181,738,739,675,365
16141,205000,15 rue mechain 75014,14,18,1,11389,48.835612,2.339592,771,80,252,68,69,674,13
15025,900000,5 vla meridienne 75014,14,91,4,9890,48.825765,2.336191,236,81,146,672,673,674,127
2988,530000,44 rue pierre nicole 75005,5,38,2,13947,48.839678,2.338555,563,80,269,738,739,673,365
2989,465000,44 rue pierre nicole 75005,5,42,3,11071,48.839678,2.338555,563,80,269,738,739,673,365
20043,379000,58 rue pergolese 75016,16,36,2,10528,48.873571,2.281447,103,5,100,650,651,673,115
20044,400000,58 rue pergolese 75016,16,40,2,10000,48.873571,2.281447,103,5,100,650,651,673,115
2921,500000,29 rue henri barbusse 75005,5,18,1,27778,48.841154,2.33888,506,80,182,738,739,672,365
2922,500000,29 rue henri barbusse 75005,5,18,2,27778,48.841154,2.33888,506,80,182,738,739,672,365
3603,780000,99 rue de sevres 75006,6,41,1,19024,48.848577,2.321158,458,12,122,86,87,672,128
3604,582500,99 rue de sevres 75006,6,40,1,14562,48.848577,2.321158,458,12,122,86,87,672,128
3605,487000,99 rue de sevres 75006,6,34,1,14324,48.848577,2.321158,458,12,122,86,87,672,128
3606,498000,99 rue de sevres 75006,6,42,1,11857,48.848577,2.321158,458,12,122,86,87,672,128
3607,801500,99 rue de sevres 75006,6,68,2,11787,48.848577,2.321158,458,12,122,86,87,672,128
20113,4500000,54 av foch 75016,16,180,4,25000,48.873081,2.283125,158,5,56,779,780,672,133
19827,300000,6 rue armand moisant 75015,15,20,2,15000,48.842705,2.316979,1184,12,172,711,712,671,507
19828,261720,6 rue armand moisant 75015,15,19,1,13775,48.842705,2.316979,1184,12,172,711,712,671,507
19829,423000,6 rue armand moisant 75015,15,31,1,13645,48.842705,2.316979,1184,12,172,711,712,671,507
19830,300000,6 rue armand moisant 75015,15,24,2,12500,48.842705,2.316979,1184,12,172,711,712,671,507
24821,160000,108 rue de la jonquiere 75017,17,24,1,6667,48.895152,2.317265,625,106,147,770,771,671,336
15619,430000,3 rue bruller 75014,14,48,3,8958,48.828121,2.335216,501,81,130,672,673,671,127
17778,882200,4 rue leon delagrange 75015,15,90,5,9802,48.8342,2.285688,452,8,93,741,742,671,163
17779,270000,4 rue leon delagrange 75015,15,28,1,9643,48.8342,2.285688,452,8,93,741,742,671,163
17780,384000,4 rue leon delagrange 75015,15,40,2,9600,48.8342,2.285688,452,8,93,741,742,671,163
17781,563070,4 rue leon delagrange 75015,15,59,3,9544,48.8342,2.285688,452,8,93,741,742,671,163
17782,695000,4 rue leon delagrange 75015,15,75,4,9267,48.8342,2.285688,452,8,93,741,742,671,163
17783,472000,4 rue leon delagrange 75015,15,54,3,8741,48.8342,2.285688,452,8,93,741,742,671,163
17784,315000,4 rue leon delagrange 75015,15,42,2,7500,48.8342,2.285688,452,8,93,741,742,671,163
20612,710000,13 rue berlioz 75016,16,52,2,13654,48.875174,2.283051,315,5,235,886,887,669,152
20039,367000,55 rue pergolese 75016,16,21,2,17476,48.873515,2.281595,99,5,92,650,651,669,115
20040,1695400,55 rue pergolese 75016,16,172,5,9857,48.873515,2.281595,99,5,92,650,651,669,115
3641,788000,92 rue du cherche-midi 75006,6,51,1,15451,48.847549,2.322124,494,12,29,86,87,669,497
3642,644000,92 rue du cherche-midi 75006,6,47,2,13702,48.847549,2.322124,494,12,29,86,87,669,497
19616,830000,9 rue falguiere 75015,15,32,2,25938,48.843854,2.317415,1060,12,298,711,712,666,507
20080,1228000,8 rue lalo 75016,16,127,6,9669,48.873648,2.280676,126,5,136,650,651,666,115
3684,960000,18 rue saint romain 75006,6,65,4,14769,48.847092,2.321175,580,12,117,86,87,666,497
3685,513000,18 rue saint romain 75006,6,39,1,13154,48.847092,2.321175,580,12,117,86,87,666,497
2884,650000,23 rue henri barbusse 75005,5,72,3,9028,48.841862,2.339298,475,80,208,738,739,665,365
14913,765450,33 av de la sibelle 75014,14,74,3,10344,48.824695,2.338418,73,81,74,855,856,665,310
2901,767500,25 rue henri barbusse 75005,5,65,2,11808,48.841527,2.339141,485,80,195,738,739,664,365
2902,509607,25 rue henri barbusse 75005,5,47,1,10843,48.841527,2.339141,485,80,195,738,739,664,365
24872,158800,95 rue de la jonquiere 75017,17,14,1,11343,48.895088,2.316951,649,106,159,770,771,664,336
3669,1210000,1 sq saint romain 75006,6,71,3,17042,48.84775,2.3209,538,12,109,86,87,663,128
3670,1100000,1 sq saint romain 75006,6,71,4,15493,48.84775,2.3209,538,12,109,86,87,663,128
15433,710000,106 bd brune 75014,14,96,5,7396,48.824306,2.319784,382,77,97,853,854,663,434
20035,393000,60 rue pergolese 75016,16,29,2,13552,48.873499,2.281336,95,5,95,650,651,662,115
5527,595000,10 rue lord byron 75008,8,65,3,9154,48.873417,2.299833,784,45,319,220,221,661,179
15734,798000,35 av rene coty 75014,14,71,4,11239,48.828396,2.334852,542,81,164,612,613,661,127
25012,560000,113 bd bessieres 75017,17,67,4,8358,48.894953,2.31579,744,106,235,770,771,660,336
2904,1410000,15 rue du val de grace 75005,5,100,3,14100,48.841318,2.339103,487,80,195,738,739,660,365
24830,340000,93 rue de la jonquiere 75017,17,39,2,8718,48.895049,2.317129,633,106,146,770,771,660,336
24831,290000,93 rue de la jonquiere 75017,17,36,2,8056,48.895049,2.317129,633,106,146,770,771,660,336
24832,150300,93 rue de la jonquiere 75017,17,20,1,7515,48.895049,2.317129,633,106,146,770,771,660,336
3060,197000,15 rue buffon 75005,5,11,1,17909,48.842547,2.361868,744,56,229,719,720,656,207
15392,460000,153 bd brune 75014,14,49,2,9388,48.824523,2.320598,359,77,169,853,854,656,284
15867,365000,29 av rene coty 75014,14,41,1,8902,48.828827,2.33469,591,81,140,612,613,656,45
19823,1818000,4 rue armand moisant 75015,15,80,4,22725,48.842825,2.316851,1180,12,187,711,712,655,507
19448,550000,131 rue de vaugirard 75015,15,50,2,11000,48.844418,2.318103,974,12,367,711,712,654,128
19449,370000,131 rue de vaugirard 75015,15,40,1,9250,48.844418,2.318103,974,12,367,711,712,654,128
2978,1305504,123 bd saint michel 75005,5,125,6,10444,48.842793,2.338568,559,80,151,830,831,654,190
14911,782619,40 av reille 75014,14,102,3,7673,48.824598,2.338491,69,81,84,855,856,654,310
20076,850000,3 rue lalo 75016,16,73,3,11644,48.873548,2.280558,122,5,134,650,651,653,115
19337,420000,123 rue de vaugirard 75015,15,40,2,10500,48.844587,2.318629,933,12,397,711,712,652,497
2950,1190060,36 rue pierre nicole 75005,5,94,3,12660,48.840071,2.338856,525,80,249,738,739,651,365
3686,1080000,20 rue saint romain 75006,6,70,4,15429,48.846976,2.321286,586,12,120,86,87,651,497
25082,495000,115 bd bessieres 75017,17,61,2,8115,48.894728,2.315201,788,17,274,770,771,647,336
3740,2149000,116 rue du cherche-midi 75006,6,130,4,16531,48.846291,2.320265,698,12,235,86,87,647,497
16238,313000,16 rue cassini 75014,14,20,2,15650,48.837584,2.336003,856,80,279,68,69,646,45
16239,600000,16 rue cassini 75014,14,53,3,11321,48.837584,2.336003,856,80,279,68,69,646,45
19265,235000,136 rue de vaugirard 75015,15,41,2,5732,48.844822,2.318881,899,12,428,711,712,645,497
2883,450000,11 rue du val de grace 75005,5,32,2,14062,48.841273,2.339262,474,80,210,738,739,645,365
3653,5065450,98 rue du cherche-midi 75006,6,263,5,19260,48.847274,2.322066,523,12,61,86,87,644,497
3654,2592000,98 rue du cherche-midi 75006,6,147,6,17633,48.847274,2.322066,523,12,61,86,87,644,497
3655,1300000,98 rue du cherche-midi 75006,6,79,3,16456,48.847274,2.322066,523,12,61,86,87,644,497
3656,1050500,98 rue du cherche-midi 75006,6,64,3,16414,48.847274,2.322066,523,12,61,86,87,644,497
3657,1100000,98 rue du cherche-midi 75006,6,70,3,15714,48.847274,2.322066,523,12,61,86,87,644,497
3658,1000000,98 rue du cherche-midi 75006,6,72,3,13889,48.847274,2.322066,523,12,61,86,87,644,497
3781,785740,119 rue du cherche-midi 75006,6,85,3,9244,48.845769,2.319722,772,12,309,86,87,643,497
2925,285000,18 rue henri barbusse 75005,5,21,1,13571,48.842706,2.339128,510,80,199,830,831,643,190
20440,1320000,131 av de malakoff 75016,16,109,4,12110,48.874584,2.28391,293,96,189,779,780,643,152
20441,1630000,131 av de malakoff 75016,16,137,5,11898,48.874584,2.28391,293,96,189,779,780,643,152
20442,935000,131 av de malakoff 75016,16,85,2,11000,48.874584,2.28391,293,96,189,779,780,643,152
3664,1170000,100 rue du cherche-midi 75006,6,88,3,13295,48.847216,2.321956,533,12,69,86,87,643,497
3665,165000,100 rue du cherche-midi 75006,6,13,1,12692,48.847216,2.321956,533,12,69,86,87,643,497
3666,1750000,100 rue du cherche-midi 75006,6,140,5,12500,48.847216,2.321956,533,12,69,86,87,643,497
5518,1050000,11 rue lord byron 75008,8,75,3,14000,48.873252,2.299926,776,45,324,220,221,642,179
3705,309160,110 rue du cherche-midi 75006,6,20,1,15458,48.846609,2.320805,643,12,178,86,87,642,497
3706,305000,110 rue du cherche-midi 75006,6,22,1,13864,48.846609,2.320805,643,12,178,86,87,642,497
3707,290857,110 rue du cherche-midi 75006,6,22,2,13221,48.846609,2.320805,643,12,178,86,87,642,497
3708,230000,110 rue du cherche-midi 75006,6,21,2,10952,48.846609,2.320805,643,12,178,86,87,642,497
21169,1015000,16 rue de siam 75016,16,98,4,10357,48.862499,2.274455,529,128,273,772,773,641,256
19764,823000,19 rue falguiere 75015,15,64,3,12859,48.843251,2.316866,1142,12,233,711,712,640,507
21132,1100000,15 rue de siam 75016,16,105,3,10476,48.862404,2.27433,514,128,286,772,773,639,339
21133,680200,15 rue de siam 75016,16,100,4,6802,48.862404,2.27433,514,128,286,772,773,639,339
15958,733500,8 rue du saint gothard 75014,14,78,4,9404,48.829457,2.33537,631,81,207,612,613,638,45
25030,585500,3 bd berthier 75017,17,52,3,11260,48.894004,2.313291,751,17,201,838,839,637,238
14974,520000,27 av reille 75014,14,49,3,10612,48.82406,2.33564,185,35,192,855,856,637,127
15871,155000,30 av rene coty 75014,14,17,1,9118,48.828659,2.334276,592,81,108,612,613,637,127
15872,481000,30 av rene coty 75014,14,54,3,8907,48.828659,2.334276,592,81,108,612,613,637,127
3763,198900,113 rue du cherche-midi 75006,6,16,1,12431,48.845988,2.320074,735,12,271,86,87,636,497
3764,140000,113 rue du cherche-midi 75006,6,15,1,9333,48.845988,2.320074,735,12,271,86,87,636,497
25036,293000,1 bd berthier 75017,17,30,1,9767,48.894127,2.313621,755,17,228,838,839,636,336
25037,400000,1 bd berthier 75017,17,47,3,8511,48.894127,2.313621,755,17,228,838,839,636,336
25038,466600,1 bd berthier 75017,17,57,3,8186,48.894127,2.313621,755,17,228,838,839,636,336
3572,820000,86 rue du cherche-midi 75006,6,62,3,13226,48.847817,2.323097,429,12,77,86,87,636,524
3645,2446079,105 rue de sevres 75006,6,146,5,16754,48.848392,2.320689,501,12,142,86,87,635,128
3673,847750,5 rue saint romain 75006,6,60,2,14129,48.847888,2.320603,544,12,135,86,87,635,128
19533,315000,133 rue de vaugirard 75015,15,30,2,10500,48.844328,2.317552,1012,12,351,711,712,634,128
2957,290000,3 rue fustel de coulanges 75005,5,27,2,10741,48.839592,2.339021,528,80,299,738,739,634,365
19213,201750,134 rue de vaugirard 75015,15,16,1,12609,48.844907,2.319099,881,12,416,86,87,633,497
4939,6100000,8 rue du cirque 75008,8,247,5,24696,48.870176,2.3144,200,71,343,251,252,632,331
16412,284000,6 rue jean dolent 75014,14,28,1,10143,48.83388,2.337891,1011,80,172,68,69,632,498
15843,284000,32 av rene coty 75014,14,21,1,13524,48.82854,2.334321,579,81,116,612,613,632,127
14922,1971000,36 av reille 75014,14,140,4,14079,48.824639,2.338853,94,81,111,855,856,632,310
14923,600000,36 av reille 75014,14,65,2,9231,48.824639,2.338853,94,81,111,855,856,632,310
14925,879000,2 rue du parc de montsouris 75014,14,74,4,11878,48.822362,2.33473,107,26,288,64,65,631,127
3742,570000,109 rue du cherche-midi 75006,6,37,1,15405,48.846161,2.320351,706,12,240,86,87,631,497
3743,290000,109 rue du cherche-midi 75006,6,20,1,14500,48.846161,2.320351,706,12,240,86,87,631,497
3744,1618500,109 rue du cherche-midi 75006,6,136,5,11901,48.846161,2.320351,706,12,240,86,87,631,497
19112,100000,36 bd du montparnasse 75015,15,14,2,7143,48.845197,2.31936,842,12,376,86,87,630,497
3737,932600,107 rue du cherche-midi 75006,6,57,2,16361,48.846282,2.320546,685,12,220,86,87,630,497
5167,1030000,22 rue de penthievre 75008,8,65,3,15846,48.872786,2.315291,497,71,557,477,478,629,554
5168,1487500,22 rue de penthievre 75008,8,101,3,14728,48.872786,2.315291,497,71,557,477,478,629,554
19279,300000,117 rue de vaugirard 75015,15,24,2,12500,48.844693,2.319011,904,12,419,711,712,629,497
19280,519838,117 rue de vaugirard 75015,15,45,2,11552,48.844693,2.319011,904,12,419,711,712,629,497
19281,195000,117 rue de vaugirard 75015,15,39,2,5000,48.844693,2.319011,904,12,419,711,712,629,497
4943,6050000,11 rue du cirque 75008,8,204,6,29657,48.870481,2.314532,236,71,375,251,252,629,331
2964,400000,88 bd de port-royal 75005,5,58,3,6897,48.839224,2.339093,539,80,335,738,739,629,365
19747,385000,14 rue falguiere 75015,15,31,1,12419,48.843444,2.316817,1127,12,255,711,712,629,507
19748,280000,14 rue falguiere 75015,15,31,1,9032,48.843444,2.316817,1127,12,255,711,712,629,507
3724,304762,103 rue du cherche-midi 75006,6,29,1,10509,48.846413,2.320749,664,12,197,86,87,629,497
15347,722000,157 bd brune 75014,14,94,4,7681,48.824439,2.320974,334,77,196,853,854,629,127
3659,2770000,91 rue du cherche-midi 75006,6,102,6,27157,48.847186,2.322221,525,12,70,86,87,629,497
3660,2072000,91 rue du cherche-midi 75006,6,107,4,19364,48.847186,2.322221,525,12,70,86,87,629,497
19283,430000,129 rue du cherche midi 75015,15,31,2,13871,48.84498,2.318464,907,12,435,711,712,628,128
20460,1223400,22 rue georges bizet 75016,16,66,2,18536,48.867738,2.296994,300,45,235,335,336,628,56
20461,1223400,22 rue georges bizet 75016,16,66,2,18536,48.867738,2.296994,300,45,235,335,336,628,56
20462,690000,22 rue georges bizet 75016,16,60,2,11500,48.867738,2.296994,300,45,235,335,336,628,56
5136,720000,10 rue de miromesnil 75008,8,64,2,11250,48.872056,2.316125,454,71,560,251,252,627,537
5137,675000,10 rue de miromesnil 75008,8,80,4,8438,48.872056,2.316125,454,71,560,251,252,627,537
19300,580000,131 rue du cherche midi 75015,15,53,2,10943,48.844914,2.318358,918,12,426,711,712,627,128
3713,563000,101 rue du cherche-midi 75006,6,36,2,15639,48.846493,2.320906,648,12,182,86,87,627,497
5111,349000,11 rue de miromesnil 75008,8,33,1,10576,48.871928,2.315975,435,71,543,251,252,626,537
19471,330000,73 rue labrouste 75015,15,33,2,10000,48.831802,2.306279,980,118,147,371,372,626,130
19472,283000,73 rue labrouste 75015,15,31,2,9129,48.831802,2.306279,980,118,147,371,372,626,130
4935,5675000,6 rue du cirque 75008,8,240,6,23646,48.870025,2.314213,178,71,329,251,252,625,331
20656,360000,22 rue de bassano 75016,16,29,1,12414,48.868904,2.297329,331,45,282,335,336,625,53
20657,245000,22 rue de bassano 75016,16,21,1,11667,48.868904,2.297329,331,45,282,335,336,625,53
5501,1445000,11 rue balzac 75008,8,100,4,14450,48.873657,2.300419,761,13,263,220,221,625,331
20638,473000,20 rue de bassano 75016,16,34,2,13912,48.868866,2.297279,325,45,277,335,336,624,53
15469,862200,55 av jean moulin 75014,14,93,3,9271,48.824759,2.320031,408,77,142,853,854,624,434
19588,488238,139 rue de vaugirard 75015,15,40,3,12206,48.844224,2.31712,1045,12,339,711,712,623,128
19589,420000,139 rue de vaugirard 75015,15,40,2,10500,48.844224,2.31712,1045,12,339,711,712,623,128
16116,2230000,7 rue mechain 75014,14,80,4,27875,48.835353,2.340472,755,80,211,139,140,623,13
16117,2000000,7 rue mechain 75014,14,119,4,16807,48.835353,2.340472,755,80,211,139,140,623,13
16118,535000,7 rue mechain 75014,14,50,2,10700,48.835353,2.340472,755,80,211,139,140,623,13
16119,395000,7 rue mechain 75014,14,39,2,10128,48.835353,2.340472,755,80,211,139,140,623,13
14982,515000,29 av reille 75014,14,40,2,12875,48.824041,2.335474,191,35,205,855,856,623,127
14983,366100,29 av reille 75014,14,35,2,10460,48.824041,2.335474,191,35,205,855,856,623,127
15461,385000,51 av jean moulin 75014,14,46,1,8370,48.824836,2.320208,406,77,159,853,854,623,434
15462,1000000,51 av jean moulin 75014,14,130,4,7692,48.824836,2.320208,406,77,159,853,854,623,434
25024,455000,5 bd berthier 75017,17,52,3,8750,48.893941,2.313122,750,17,187,838,839,622,238
2932,750000,5 rue fustel de coulanges 75005,5,50,3,15000,48.839553,2.339168,519,80,311,738,739,621,365
15463,335975,49 av jean moulin 75014,14,35,2,9599,48.824886,2.320322,406,77,171,853,854,621,434
20712,126000,17 rue de bassano 75016,16,12,1,10500,48.869206,2.297457,350,45,305,335,336,619,53
3810,860000,23 bd du montparnasse 75006,6,54,2,15926,48.845457,2.319779,798,12,332,86,87,618,497
3811,795000,23 bd du montparnasse 75006,6,55,2,14455,48.845457,2.319779,798,12,332,86,87,618,497
3542,200000,84 rue du cherche-midi 75006,6,14,1,14286,48.847908,2.323269,414,12,93,86,87,618,524
3543,1480000,84 rue du cherche-midi 75006,6,110,5,13455,48.847908,2.323269,414,12,93,86,87,618,524
15700,262000,38 av rene coty 75014,14,23,1,11391,48.828062,2.3345,526,81,147,672,673,616,127
15701,472500,38 av rene coty 75014,14,42,2,11250,48.828062,2.3345,526,81,147,672,673,616,127
15702,1035000,38 av rene coty 75014,14,100,4,10350,48.828062,2.3345,526,81,147,672,673,616,127
