index,price,adress,arrondissement,m2,rooms,pricem2,lat,long,tree_dist,tree_num,ilot_dist,wrong_num,ilot_num,aire_dist,aire_num
25305,610000,13 rue ruhmkorff 75017,17,50,2,12200,48.88166,2.286665,937,36,234,291,292,336,357
25306,545000,13 rue ruhmkorff 75017,17,50,3,10900,48.88166,2.286665,937,36,234,291,292,336,357
24005,910000,56 rue jouffroy d'abbans 75017,17,122,6,7459,48.884874,2.306431,430,103,222,174,175,336,28
8876,522000,11 rue guillaume bertrand 75011,11,54,2,9667,48.863745,2.380634,248,98,200,330,331,336,161
21392,1760104,8 rue mallet stevens 75016,16,117,4,15044,48.854842,2.266272,625,128,193,97,98,336,511
3547,300000,97 rue de rennes 75006,6,33,2,9091,48.849323,2.32924,416,12,193,665,666,336,524
10996,270000,19 rue sedaine 75011,11,23,1,11739,48.856245,2.372838,819,98,192,588,589,336,549
10997,775000,19 rue sedaine 75011,11,70,3,11071,48.856245,2.372838,819,98,192,588,589,336,549
10998,250000,19 rue sedaine 75011,11,24,1,10417,48.856245,2.372838,819,98,192,588,589,336,549
5265,391000,22 rue jean goujon 75008,8,28,1,13964,48.865948,2.306544,584,28,178,171,172,336,322
5266,1292100,22 rue jean goujon 75008,8,99,4,13052,48.865948,2.306544,584,28,178,171,172,336,322
5267,242500,22 rue jean goujon 75008,8,19,1,12763,48.865948,2.306544,584,28,178,171,172,336,322
2185,313640,8 rue linne 75005,5,24,1,13068,48.844446,2.354954,120,56,165,65,66,336,369
2186,557000,8 rue linne 75005,5,48,3,11604,48.844446,2.354954,120,56,165,65,66,336,369
2187,295000,8 rue linne 75005,5,32,1,9219,48.844446,2.354954,120,56,165,65,66,336,369
10049,189500,156 rue oberkampf 75011,11,13,1,14577,48.86672,2.382091,586,107,161,330,331,336,391
10050,666100,156 rue oberkampf 75011,11,60,3,11102,48.86672,2.382091,586,107,161,330,331,336,391
10051,858000,156 rue oberkampf 75011,11,81,4,10593,48.86672,2.382091,586,107,161,330,331,336,391
15081,476150,201 bd brune 75014,14,51,3,9336,48.823545,2.324987,267,77,156,822,823,336,127
15082,540000,201 bd brune 75014,14,61,3,8852,48.823545,2.324987,267,77,156,822,823,336,127
22880,1308500,143 rue de rome 75017,17,125,5,10468,48.886215,2.316039,146,57,140,193,194,336,336
5648,878850,56 rue de chateaudun 75009,9,60,2,14648,48.876416,2.333132,108,85,133,42,43,336,234
13455,488450,172 av de choisy 75013,13,46,2,10618,48.829425,2.357666,229,27,119,84,85,336,146
13456,435000,172 av de choisy 75013,13,49,2,8878,48.829425,2.357666,229,27,119,84,85,336,146
13457,310000,172 av de choisy 75013,13,38,1,8158,48.829425,2.357666,229,27,119,84,85,336,146
13458,600000,172 av de choisy 75013,13,74,3,8108,48.829425,2.357666,229,27,119,84,85,336,146
13459,385000,172 av de choisy 75013,13,50,2,7700,48.829425,2.357666,229,27,119,84,85,336,146
13460,320000,172 av de choisy 75013,13,43,1,7442,48.829425,2.357666,229,27,119,84,85,336,146
13461,620000,172 av de choisy 75013,13,85,4,7294,48.829425,2.357666,229,27,119,84,85,336,146
13462,600200,172 av de choisy 75013,13,85,4,7061,48.829425,2.357666,229,27,119,84,85,336,146
25433,1300000,51 rue rennequin 75017,17,95,5,13684,48.883167,2.295961,1022,13,118,414,415,336,214
10774,440000,19 pas charles dallery 75011,11,38,2,11579,48.855251,2.377568,744,98,111,460,461,336,134
9524,236000,2 rue de la fontaine au roi 75011,11,25,1,9440,48.868571,2.368411,445,49,97,521,522,336,159
8373,300000,7 pas de la ferme st lazare 75010,10,24,2,12500,48.876299,2.355345,736,43,88,840,841,336,270
11159,400000,27 rue chanzy 75011,11,36,2,11111,48.852835,2.385478,876,58,81,737,738,336,410
11160,351000,27 rue chanzy 75011,11,35,2,10029,48.852835,2.385478,876,58,81,737,738,336,410
12095,115000,93 bd soult 75012,12,10,1,11500,48.842496,2.409428,475,93,75,44,45,336,188
5278,3366052.2,12 av de wagram 75008,8,190,5,17716,48.875805,2.296797,595,﻿2,516,220,221,335,74
21693,2200000,44 rue nicolo 75016,16,122,4,18033,48.860289,2.277915,747,128,498,616,617,335,315
21694,1650700,44 rue nicolo 75016,16,140,5,11791,48.860289,2.277915,747,128,498,616,617,335,315
6659,126000,59 rue de dunkerque 75009,9,13,1,9692,48.881291,2.348887,519,43,395,556,557,335,529
6819,850000,73 rue jean-baptiste pigalle 75009,9,70,2,12143,48.881743,2.336774,617,97,361,606,607,335,421
6770,350000,10 rue frochot 75009,9,25,2,14000,48.881524,2.337517,577,97,342,606,607,335,31
30901,400000,45 rue de nantes 75019,19,42,3,9524,48.892731,2.380459,1195,117,338,763,764,335,399
30902,92000,45 rue de nantes 75019,19,10,1,9200,48.892731,2.380459,1195,117,338,763,764,335,399
30903,230000,45 rue de nantes 75019,19,32,2,7188,48.892731,2.380459,1195,117,338,763,764,335,399
30904,250000,45 rue de nantes 75019,19,36,2,6944,48.892731,2.380459,1195,117,338,763,764,335,399
4847,992700,9 rue jose maria de heredia 75007,7,72,3,13788,48.847807,2.307918,1060,101,335,662,663,335,507
12471,389000,4 rue tourneux 75012,12,38,3,10237,48.837411,2.398224,646,84,320,131,132,335,494
8419,615000,10 rue tesson 75010,10,50,3,12300,48.871049,2.371492,769,49,317,475,476,335,76
4858,1441700,6 rue leon vaudoyer 75007,7,100,4,14417,48.848041,2.308696,1108,78,306,5,6,335,507
23170,233000,50 rue gauthey 75017,17,16,2,14562,48.89314,2.32175,246,106,285,257,258,335,27
4217,1678600,9 rue de luynes 75007,7,98,5,17129,48.854911,2.326292,406,12,279,482,483,335,524
8913,420000,106 rue du chemin vert 75011,11,35,2,12000,48.861368,2.382195,269,98,267,774,775,335,161
27516,485000,12 rue eugene carriere 75018,18,39,2,12436,48.889287,2.332435,432,18,265,41,42,335,430
29335,450000,50 av simon bolivar 75019,19,43,2,10465,48.876523,2.37852,178,63,253,29,30,335,474
2633,402500,7 rue laromiguiere 75005,5,32,2,12578,48.84389,2.347198,353,80,237,518,519,335,369
16758,290566,78 rue de la croix nivert 75015,15,35,1,8302,48.844376,2.296466,180,50,237,622,623,335,546
16734,350000,80 rue de la croix nivert 75015,15,27,1,12963,48.844292,2.296317,173,50,231,622,623,335,546
16735,385000,80 rue de la croix nivert 75015,15,35,2,11000,48.844292,2.296317,173,50,231,622,623,335,546
16736,249750,80 rue de la croix nivert 75015,15,27,1,9250,48.844292,2.296317,173,50,231,622,623,335,546
13385,850000,9 rue toussaint feron 75013,13,83,4,10241,48.82692,2.357933,147,27,230,747,748,335,90
2694,700000,2 rue laromiguiere 75005,5,49,2,14286,48.844326,2.347096,389,80,220,49,50,335,369
26230,165000,4 rue lambert 75018,18,18,1,9167,48.888434,2.345961,221,51,202,38,39,335,479
17050,559000,22 rue sainte felicite 75015,15,25,2,22360,48.839046,2.304307,291,118,196,57,58,335,480
17051,559000,22 rue sainte felicite 75015,15,29,2,19276,48.839046,2.304307,291,118,196,57,58,335,480
12544,277850,39 rue claude decaen 75012,12,28,2,9923,48.835962,2.399308,694,93,191,131,132,335,494
13489,670000,18 rue le dantec 75013,13,67,3,10000,48.828883,2.346864,247,92,191,500,501,335,498
31488,313440,110 bd de charonne 75020,20,28,2,11194,48.854277,2.396474,291,58,174,20,21,335,263
12561,367500,4 rue du rendez vous 75012,12,35,2,10500,48.845047,2.405144,702,93,170,397,398,335,405
12562,715150,4 rue du rendez vous 75012,12,70,3,10216,48.845047,2.405144,702,93,170,397,398,335,405
11881,255000,276 av daumesnil 75012,12,21,2,12143,48.835733,2.405457,355,93,168,864,865,335,432
12821,296520,8 rue biscornet 75012,12,26,2,11405,48.849827,2.369987,846,42,167,834,835,335,165
12822,440000,8 rue biscornet 75012,12,45,2,9778,48.849827,2.369987,846,42,167,834,835,335,165
12823,150000,8 rue biscornet 75012,12,26,2,5769,48.849827,2.369987,846,42,167,834,835,335,165
27935,630000,66 rue joseph de maistre 75018,18,59,3,10678,48.89039,2.331328,518,18,148,365,366,335,44
27936,475000,66 rue joseph de maistre 75018,18,46,2,10326,48.89039,2.331328,518,18,148,365,366,335,44
2188,125250,24 rue linne 75005,5,12,1,10438,48.84557,2.354779,121,56,143,65,66,335,369
19894,570000,24 rue jacques baudry 75015,15,82,3,6951,48.828791,2.303894,1230,118,138,927,928,335,9
10038,410000,48 rue sedaine 75011,11,42,2,9762,48.85731,2.375669,582,98,123,590,591,335,134
9401,665000,26 bd jules ferry 75011,11,51,3,13039,48.868446,2.368035,412,49,80,521,522,335,159
14866,335000,30 rue de patay 75013,13,35,3,9571,48.825412,2.375018,1163,30,73,872,873,335,215
14867,370000,30 rue de patay 75013,13,39,2,9487,48.825412,2.375018,1163,30,73,872,873,335,215
14868,399000,30 rue de patay 75013,13,45,3,8867,48.825412,2.375018,1163,30,73,872,873,335,215
14869,330000,30 rue de patay 75013,13,48,3,6875,48.825412,2.375018,1163,30,73,872,873,335,215
21483,1000000,86 rue michel ange 75016,16,84,4,11905,48.841328,2.258591,649,74,72,392,393,335,251
21484,346500,86 rue michel ange 75016,16,35,1,9900,48.841328,2.258591,649,74,72,392,393,335,251
21485,375000,86 rue michel ange 75016,16,40,1,9375,48.841328,2.258591,649,74,72,392,393,335,251
18645,187000,4 bd garibaldi 75015,15,14,1,13357,48.847461,2.302415,675,101,71,431,432,335,42
16528,1060000,4 rue alfred durand claye 75014,14,98,5,10816,48.828998,2.307453,1304,118,62,939,940,335,97
23584,600000,10 rue mederic 75017,17,48,2,12500,48.880467,2.303157,343,13,512,798,799,334,187
4761,820000,44 rue de verneuil 75007,7,52,2,15769,48.858329,2.328148,786,119,474,253,254,334,66
4205,1128000,20 av bosquet 75007,7,95,5,11874,48.858449,2.303398,394,102,412,595,596,334,526
23544,199500,42 rue boursault 75017,17,19,1,10500,48.884771,2.319342,331,82,395,193,194,334,72
11295,398000,18 rue de lappe 75011,11,33,2,12061,48.85384,2.372329,959,37,393,588,589,334,230
22677,1098500,4 rue antoine roucher 75016,16,48,3,22885,48.84704,2.271639,1458,128,342,255,256,334,344
22678,1098500,4 rue antoine roucher 75016,16,51,2,21539,48.84704,2.271639,1458,128,342,255,256,334,344
22679,1098500,4 rue antoine roucher 75016,16,53,3,20726,48.84704,2.271639,1458,128,342,255,256,334,344
22680,529000,4 rue antoine roucher 75016,16,33,2,16030,48.84704,2.271639,1458,128,342,255,256,334,344
22681,529000,4 rue antoine roucher 75016,16,49,3,10796,48.84704,2.271639,1458,128,342,255,256,334,344
22682,538000,4 rue antoine roucher 75016,16,51,3,10549,48.84704,2.271639,1458,128,342,255,256,334,344
22683,538000,4 rue antoine roucher 75016,16,51,3,10549,48.84704,2.271639,1458,128,342,255,256,334,344
3911,268100,79 rue notre-dame des champs 75006,6,19,1,14111,48.84275,2.331837,1112,12,322,906,907,334,116
3912,2081450,79 rue notre-dame des champs 75006,6,149,6,13969,48.84275,2.331837,1112,12,322,906,907,334,116
3913,1230000,79 rue notre-dame des champs 75006,6,106,4,11604,48.84275,2.331837,1112,12,322,906,907,334,116
14809,339880,113 rue de patay 75013,13,36,3,9441,48.827502,2.371478,1038,27,307,653,654,334,264
14810,237500,113 rue de patay 75013,13,28,2,8482,48.827502,2.371478,1038,27,307,653,654,334,264
4863,1320650,7 rue leon vaudoyer 75007,7,109,5,12116,48.848081,2.30893,1121,78,294,5,6,334,507
21386,973000,35 av paul doumer 75016,16,90,3,10811,48.860663,2.282678,621,31,293,2,3,334,492
15550,590000,3 rue sophie germain 75014,14,54,4,10926,48.830739,2.330951,457,72,271,612,613,334,45
25972,347000,8 rue andre del sarte 75018,18,29,2,11966,48.885799,2.346628,164,127,258,242,243,334,12
25973,525000,8 rue andre del sarte 75018,18,49,2,10714,48.885799,2.346628,164,127,258,242,243,334,12
27865,630030,3 rue carpeaux 75018,18,53,3,11887,48.890286,2.329632,498,18,236,365,366,334,356
27866,200000,3 rue carpeaux 75018,18,17,1,11765,48.890286,2.329632,498,18,236,365,366,334,356
27867,177800,3 rue carpeaux 75018,18,19,1,9358,48.890286,2.329632,498,18,236,365,366,334,356
3235,450000,13 rue dauphine 75006,6,37,2,12162,48.855618,2.340176,246,44,198,471,472,334,313
20468,330000,69 rue de la faisanderie 75016,16,22,1,15000,48.867861,2.275411,304,109,191,721,722,334,115
20469,1530000,69 rue de la faisanderie 75016,16,130,5,11769,48.867861,2.275411,304,109,191,721,722,334,115
19969,586300,27 av emile zola 75015,15,60,3,9772,48.846394,2.280947,1353,20,186,535,536,334,112
17074,210000,20 rue sainte felicite 75015,15,19,1,11053,48.839106,2.304445,301,118,184,57,58,334,480
6926,504550,230 rue la fayette 75010,10,48,3,10511,48.882289,2.368739,140,121,183,663,664,334,239
24158,1100000,155 bd malesherbes 75017,17,67,2,16418,48.885406,2.30671,455,103,160,174,175,334,28
2267,210000,43 rue linne 75005,5,14,1,15000,48.846233,2.354371,161,56,160,65,66,334,369
2178,846000,10 rue linne 75005,5,77,4,10987,48.84453,2.354941,115,56,160,65,66,334,369
11179,469200,167 rue saint maur 75011,11,38,2,12347,48.869815,2.373464,889,49,145,475,476,334,241
11180,189000,167 rue saint maur 75011,11,18,2,10500,48.869815,2.373464,889,49,145,475,476,334,241
11181,130000,167 rue saint maur 75011,11,13,1,10000,48.869815,2.373464,889,49,145,475,476,334,241
11182,340000,167 rue saint maur 75011,11,35,2,9714,48.869815,2.373464,889,49,145,475,476,334,241
19897,472680,26 rue jacques baudry 75015,15,47,2,10057,48.828738,2.303786,1234,118,144,927,928,334,9
19898,430000,26 rue jacques baudry 75015,15,44,2,9773,48.828738,2.303786,1234,118,144,927,928,334,9
19899,630000,26 rue jacques baudry 75015,15,79,3,7975,48.828738,2.303786,1234,118,144,927,928,334,9
17593,245000,14 rue leriche 75015,15,24,1,10208,48.835218,2.294732,404,8,144,219,220,334,534
2773,800000,15 rue daubenton 75005,5,56,3,14286,48.841267,2.3541,404,56,113,12,13,334,294
2774,602000,15 rue daubenton 75005,5,50,2,12040,48.841267,2.3541,404,56,113,12,13,334,294
2340,380000,12 rue de quatrefages 75005,5,32,2,11875,48.843164,2.354414,201,56,104,12,13,334,369
2341,873000,12 rue de quatrefages 75005,5,77,4,11338,48.843164,2.354414,201,56,104,12,13,334,369
17849,425000,7 rue bargue 75015,15,36,2,11806,48.840451,2.306394,470,118,101,57,58,334,480
17486,352380,4 rue sainte felicite 75015,15,36,1,9788,48.839509,2.305367,373,118,98,57,58,334,480
30965,543259,14 rue de cambrai 75019,19,56,3,9701,48.894602,2.378179,1453,117,96,307,308,334,﻿1
30966,526165,14 rue de cambrai 75019,19,61,3,8626,48.894602,2.378179,1453,117,96,307,308,334,﻿1
30967,518453,14 rue de cambrai 75019,19,80,4,6481,48.894602,2.378179,1453,117,96,307,308,334,﻿1
11118,246860,18 rue titon 75011,11,19,1,12993,48.851884,2.386479,860,58,72,737,738,334,410
25456,1980000,7 pl du mal juin 75017,17,145,5,13655,48.884432,2.296848,1036,13,69,795,796,334,214
25457,1556100,7 pl du mal juin 75017,17,140,4,11115,48.884432,2.296848,1036,13,69,795,796,334,214
4751,1487000,12 rue du bac 75007,7,140,3,10621,48.858515,2.32845,778,119,480,253,254,333,66
4791,4545179,65 bd des invalides 75007,7,215,7,21140,48.847384,2.316571,851,12,409,517,518,333,128
5503,3950000,6 av george v 75008,8,197,6,20051,48.865424,2.301708,763,45,359,837,838,333,56
26501,94000,19 rue de sofia 75018,18,12,1,7833,48.884847,2.347779,276,127,357,242,243,333,555
17964,866352,353 rue de vaugirard 75015,15,82,4,10565,48.836882,2.296083,503,8,345,219,220,333,63
17965,900322,353 rue de vaugirard 75015,15,100,4,9003,48.836882,2.296083,503,8,345,219,220,333,63
23189,410000,46 rue des batignolles 75017,17,38,1,10789,48.885858,2.319548,254,82,328,193,194,333,123
23190,555860,46 rue des batignolles 75017,17,55,3,10107,48.885858,2.319548,254,82,328,193,194,333,123
5602,946350,7 rue de naples 75008,8,110,6,8603,48.879774,2.320424,874,82,321,404,405,333,554
5485,1232600,15 rue tronchet 75008,8,97,5,12707,48.87185,2.325569,747,129,297,332,333,333,333
5486,780000,15 rue tronchet 75008,8,62,3,12581,48.87185,2.325569,747,129,297,332,333,333,333
5487,1010000,15 rue tronchet 75008,8,82,2,12317,48.87185,2.325569,747,129,297,332,333,333,333
15351,380000,31 rue deparcieux 75014,14,29,1,13103,48.83501,2.325496,339,72,288,240,241,333,501
13445,425000,147 rue de tolbiac 75013,13,41,2,10366,48.826077,2.357935,218,27,287,747,748,333,90
23162,460900,52 rue gauthey 75017,17,42,2,10974,48.893183,2.321785,241,106,281,257,258,333,27
23163,389870,52 rue gauthey 75017,17,39,2,9997,48.893183,2.321785,241,106,281,257,258,333,27
23164,410000,52 rue gauthey 75017,17,45,2,9111,48.893183,2.321785,241,106,281,257,258,333,27
23165,342300,52 rue gauthey 75017,17,38,3,9008,48.893183,2.321785,241,106,281,257,258,333,27
21637,1346000,92 rue de la pompe 75016,16,98,4,13735,48.86464,2.27836,720,109,273,772,773,333,346
21638,1334000,92 rue de la pompe 75016,16,105,5,12705,48.86464,2.27836,720,109,273,772,773,333,346
26510,1150000,27 rue ramey 75018,18,65,3,17692,48.888506,2.346619,277,51,258,38,39,333,479
3955,2300000,34 av de la bourdonnais 75007,7,149,5,15436,48.858127,2.299135,166,54,258,418,419,333,439
12558,499500,12 imp tourneux 75012,12,55,2,9082,48.836885,2.398749,699,93,254,131,132,333,494
21034,2635200,25 rue de civry 75016,16,91,6,28958,48.842516,2.257353,480,74,236,392,393,333,530
21035,544580,25 rue de civry 75016,16,32,1,17018,48.842516,2.257353,480,74,236,392,393,333,530
21036,2635200,25 rue de civry 75016,16,170,4,15501,48.842516,2.257353,480,74,236,392,393,333,530
21037,740980,25 rue de civry 75016,16,69,3,10739,48.842516,2.257353,480,74,236,392,393,333,530
21038,692280,25 rue de civry 75016,16,77,4,8991,48.842516,2.257353,480,74,236,392,393,333,530
21039,545580,25 rue de civry 75016,16,62,3,8800,48.842516,2.257353,480,74,236,392,393,333,530
21040,797780,25 rue de civry 75016,16,91,4,8767,48.842516,2.257353,480,74,236,392,393,333,530
21041,137780,25 rue de civry 75016,16,16,1,8611,48.842516,2.257353,480,74,236,392,393,333,530
21042,330580,25 rue de civry 75016,16,39,3,8476,48.842516,2.257353,480,74,236,392,393,333,530
21043,766880,25 rue de civry 75016,16,91,4,8427,48.842516,2.257353,480,74,236,392,393,333,530
21044,494180,25 rue de civry 75016,16,59,3,8376,48.842516,2.257353,480,74,236,392,393,333,530
21358,1610000,7 rue docteur blanche 75016,16,135,5,11926,48.855149,2.265966,605,128,231,97,98,333,121
21359,1116500,7 rue docteur blanche 75016,16,100,4,11165,48.855149,2.265966,605,128,231,97,98,333,121
13524,290000,79 rue brillat savarin 75013,13,27,2,10741,48.82382,2.342801,270,24,224,88,89,333,310
13525,340000,79 rue brillat savarin 75013,13,35,2,9714,48.82382,2.342801,270,24,224,88,89,333,310
13526,318000,79 rue brillat savarin 75013,13,36,2,8833,48.82382,2.342801,270,24,224,88,89,333,310
15450,685750,127 av du maine 75014,14,57,2,12031,48.835245,2.324109,392,72,217,85,86,333,501
15451,1005000,127 av du maine 75014,14,87,3,11552,48.835245,2.324109,392,72,217,85,86,333,501
11584,739000,9 rue de la vega 75012,12,42,3,17595,48.837349,2.40468,228,93,215,363,364,333,387
18387,432692,29 bd de grenelle 75015,15,35,2,12363,48.852692,2.290927,606,7,207,543,544,333,137
18388,733550,29 bd de grenelle 75015,15,61,3,12025,48.852692,2.290927,606,7,207,543,544,333,137
18389,1500000,29 bd de grenelle 75015,15,125,5,12000,48.852692,2.290927,606,7,207,543,544,333,137
18390,734000,29 bd de grenelle 75015,15,68,3,10794,48.852692,2.290927,606,7,207,543,544,333,137
26177,302000,9 rue lambert 75018,18,27,2,11185,48.888451,2.345781,208,51,188,38,39,333,479
26178,274390,9 rue lambert 75018,18,48,3,5716,48.888451,2.345781,208,51,188,38,39,333,479
14261,225000,25 rue de la vistule 75013,13,20,1,11250,48.822934,2.359207,536,27,150,544,545,333,245
14262,510000,25 rue de la vistule 75013,13,51,3,10000,48.822934,2.359207,536,27,150,544,545,333,245
14263,176000,25 rue de la vistule 75013,13,19,1,9263,48.822934,2.359207,536,27,150,544,545,333,245
2177,857142.9,22 rue linne 75005,5,80,4,10714,48.84545,2.354798,114,56,140,65,66,333,369
18294,718000,137 rue de javel 75015,15,66,3,10879,48.842795,2.289238,583,20,139,416,417,333,163
32310,216200,6 pl du guignier 75020,20,25,1,8648,48.871508,2.393081,547,107,138,313,314,333,147
32311,216200,6 pl du guignier 75020,20,27,2,8007,48.871508,2.393081,547,107,138,313,314,333,147
31025,150000,138 bd de charonne 75020,20,18,1,8333,48.855979,2.395194,74,58,130,20,21,333,263
18105,1250000,5 pl violet 75015,15,114,4,10965,48.844966,2.29055,537,20,128,416,417,333,437
25074,103000,88 av des ternes 75017,17,11,1,9364,48.880376,2.287486,779,36,122,875,876,333,152
9937,430000,1 rue crespin du gast 75011,11,38,3,11316,48.866483,2.381483,553,98,114,330,331,333,182
16240,287000,245 bd raspail 75014,14,24,2,11958,48.838537,2.331167,859,72,60,674,675,333,116
26496,229000,3 imp des deux nethes 75018,18,24,1,9542,48.885578,2.326876,276,18,45,70,71,333,496
7619,1425000,40 quai de jemmapes 75010,10,89,2,16011,48.869355,2.367327,371,49,38,808,809,333,406
7620,270000,40 quai de jemmapes 75010,10,31,1,8710,48.869355,2.367327,371,49,38,808,809,333,406
21383,950400,48 rue michel ange 75016,16,83,4,11451,48.84439,2.26103,620,74,399,392,393,332,81
29367,625000,15 rue manin 75019,19,23,1,27174,48.877513,2.378222,201,63,346,29,30,332,474
29368,625000,15 rue manin 75019,19,28,2,22321,48.877513,2.378222,201,63,346,29,30,332,474
29369,450000,15 rue manin 75019,19,41,2,10976,48.877513,2.378222,201,63,346,29,30,332,474
30866,189000,24 rue de nantes 75019,19,23,2,8217,48.892167,2.381637,1113,117,291,763,764,332,545
30867,218000,24 rue de nantes 75019,19,28,2,7786,48.892167,2.381637,1113,117,291,763,764,332,545
30868,360000,24 rue de nantes 75019,19,63,3,5714,48.892167,2.381637,1113,117,291,763,764,332,545
2436,518000,3 cite du cardinal lemoine 75005,5,41,2,12634,48.84863,2.353196,266,94,274,773,774,332,448
22556,629028.3,8 rue des patures 75016,16,50,2,12581,48.849437,2.274641,1266,128,272,382,383,332,443
22250,532000,28 rue chardon lagache 75016,16,55,2,9673,48.844388,2.265899,1023,74,269,551,552,332,81
11349,650725,8 pas josset 75011,11,56,3,11620,48.852727,2.376524,1036,98,261,316,317,332,277
11350,295000,8 pas josset 75011,11,26,1,11346,48.852727,2.376524,1036,98,261,316,317,332,277
11351,190000,8 pas josset 75011,11,23,1,8261,48.852727,2.376524,1036,98,261,316,317,332,277
23771,355000,92 rue pouchet 75017,17,45,3,7889,48.897186,2.323093,379,106,248,109,110,332,167
14123,445000,54 rue de la glaciere 75013,13,40,2,11125,48.832647,2.344407,470,120,241,139,140,332,498
14124,380000,54 rue de la glaciere 75013,13,39,2,9744,48.832647,2.344407,470,120,241,139,140,332,498
14125,484000,54 rue de la glaciere 75013,13,51,3,9490,48.832647,2.344407,470,120,241,139,140,332,498
12535,325000,46 rue claude decaen 75012,12,29,2,11207,48.836262,2.399138,692,93,206,131,132,332,494
12536,202000,46 rue claude decaen 75012,12,21,2,9619,48.836262,2.399138,692,93,206,131,132,332,494
12537,360350,46 rue claude decaen 75012,12,42,2,8580,48.836262,2.399138,692,93,206,131,132,332,494
12538,450539,46 rue claude decaen 75012,12,59,4,7636,48.836262,2.399138,692,93,206,131,132,332,494
12539,249200,46 rue claude decaen 75012,12,36,2,6922,48.836262,2.399138,692,93,206,131,132,332,494
19399,416000,38 rue georges pitard 75015,15,58,2,7172,48.834039,2.30957,960,118,205,95,96,332,130
24175,1238612.8,46 rue mstislav rostropovitch 75017,17,67,3,18487,48.89041,2.312301,460,57,201,549,550,332,83
24176,1161250,46 rue mstislav rostropovitch 75017,17,68,3,17077,48.89041,2.312301,460,57,201,549,550,332,83
22927,184000,6 rue baron 75017,17,20,1,9200,48.894103,2.322507,165,106,198,257,258,332,27
15629,1140000,54 bd saint jacques 75014,14,84,3,13571,48.822466,2.32987,508,26,188,233,234,332,127
2567,515000,3 rue des ecoles 75005,5,43,2,11977,48.847501,2.35227,313,56,185,773,774,332,369
16131,1588535,87 av denfert rochereau 75014,14,124,5,12811,48.835318,2.333635,762,72,167,784,785,332,45
19912,475000,30 rue jacques baudry 75015,15,66,3,7197,48.82862,2.303493,1243,118,163,927,928,332,9
19490,658000,57 rue de vouille 75015,15,63,3,10444,48.833596,2.309473,986,118,161,95,96,332,130
14084,320000,123 rue de la glaciere 75013,13,33,2,9697,48.826929,2.342163,450,24,150,88,89,332,498
3932,565000,15 bd des invalides 75007,7,24,1,23542,48.856468,2.315337,117,34,129,614,615,332,521
3933,565000,15 bd des invalides 75007,7,26,1,21731,48.856468,2.315337,117,34,129,614,615,332,521
13381,1023000,38 rue des cordelieres 75013,13,91,3,11242,48.833375,2.348307,142,120,125,621,622,332,397
13382,275000,38 rue des cordelieres 75013,13,25,1,11000,48.833375,2.348307,142,120,125,621,622,332,397
16159,1311733,27 rue ledion 75014,14,141,4,9303,48.826986,2.316662,781,77,112,700,701,332,434
5511,553800,4 pas saint philippe du roule 75008,8,38,2,14574,48.873007,2.323976,770,129,110,332,333,332,48
20070,1160000,5 rue chalgrin 75016,16,80,2,14500,48.874451,2.289263,120,36,109,787,788,332,53
20071,1224800,5 rue chalgrin 75016,16,104,4,11777,48.874451,2.289263,120,36,109,787,788,332,53
20072,714000,5 rue chalgrin 75016,16,70,1,10200,48.874451,2.289263,120,36,109,787,788,332,53
17078,305000,20 rue des favorites 75015,15,26,1,11731,48.838164,2.303954,302,118,107,466,467,332,455
3981,190000,218 rue de grenelle 75007,7,12,1,15833,48.85632,2.302592,203,102,378,418,419,331,526
3982,1227600,218 rue de grenelle 75007,7,80,4,15345,48.85632,2.302592,203,102,378,418,419,331,526
4352,5000000,1 quai voltaire 75007,7,198,4,25253,48.858236,2.332933,500,119,359,619,620,331,43
17666,426820,182 rue de la convention 75015,15,43,2,9926,48.837847,2.294802,423,62,353,561,562,331,63
21084,475000,112 rue lauriston 75016,16,39,2,12179,48.865978,2.285961,496,70,345,52,53,331,346
21085,475000,112 rue lauriston 75016,16,63,3,7540,48.865978,2.285961,496,70,345,52,53,331,346
13880,231900,6 rue charles moureu 75013,13,26,2,8919,48.826956,2.363343,358,27,265,470,471,331,325
8900,340000,113 rue du chemin vert 75011,11,29,2,11724,48.861499,2.38214,262,98,262,774,775,331,161
8901,285000,113 rue du chemin vert 75011,11,25,1,11400,48.861499,2.38214,262,98,262,774,775,331,161
26347,511000,1 rue jacques cartier 75018,18,54,4,9463,48.893664,2.329423,243,15,256,768,769,331,212
26348,230000,1 rue jacques cartier 75018,18,26,2,8846,48.893664,2.329423,243,15,256,768,769,331,212
14259,436000,3 sq grange 75013,13,36,2,12111,48.83577,2.344724,536,120,254,139,140,331,13
31808,1242600,20 rue des lyanes 75020,20,82,5,15154,48.863655,2.404821,365,19,251,166,167,331,321
31809,439400,20 rue des lyanes 75020,20,52,2,8450,48.863655,2.404821,365,19,251,166,167,331,321
17667,746610,52 rue du commerce 75015,15,74,3,10089,48.846395,2.295241,423,20,248,146,147,331,544
16033,1130000,7 rue couche 75014,14,69,3,16377,48.827402,2.330921,667,72,246,612,613,331,127
16034,590000,7 rue couche 75014,14,37,2,15946,48.827402,2.330921,667,72,246,612,613,331,127
16035,590000,7 rue couche 75014,14,37,2,15946,48.827402,2.330921,667,72,246,612,613,331,127
