index,lat,long,arrondissement,location,circumference_cm,hauteur_m,stade_dev,type,adress,place_plantded,qualification,description
90,48.8810211,2.399244317,19,SQUARE DE LA BUTTE DU CHAPEAU ROUGE / 11 BOULEVARD D ALGERIE,286,19,M,Hêtre,Square de la Butte du Chapeau rouge,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le hêtre est une essence indigène appartenant à la famille des Fagacées. La taille de ce hêtre pourpre et son architecture typique de l’essence sont remarquables. De son implantation élevée
91,48.86583362,2.400082928,20,SQUARE EDOUARD VAILLANT / 50 AVENUE GAMBETTA,160,16,M,Noisetier de Byzance,Square Édouard Vaillant,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Cette essence
92,48.82884091,2.349764626,13,JARDIN BRASSAI / 2 RUE EUGENE ATGET,120,5,A,Figuier,Jardin Brassai,Jardin,Cet arbre est classé remarquable pour son ampleur et son port couché original.,Le figuier est une essence originaire du Moyen-Orient et des bords de la Méditerranée appartenant à la famille des Moracées. Ce grand arbre est un des rares spécimens de la Butte aux Cailles. Il s'épanouit allongé
93,48.83881632,2.406566858,12,SQUARE CHARLES PEGUY / 21 RUE ROTTEMBOURG,203,14,A,Chêne,Square Charles Péguy,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le chêne de Hongrie est une essence originaire du sud et sud-est de l’Europe
94,48.84929028,2.356211235,5,QUAI SAINT BERNARD,389,25,M,Platane,Quai Saint Bernard,Voie publique,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Essence typique de la famille des Platanacées
95,48.87975468,2.380663149,19,PARC DES BUTTES CHAUMONT,540,27,M,Sequoia,Parc des Buttes Chaumont,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le séquoia géant est une essence originaire d’Amérique du Nord appartenant à la famille des Cupressacées. Ce séquoia est très probablement issu des premières semences expédiées en Europe dès 1853. L’arbre est déjà présent lors de l’inauguration du parc des Buttes Chaumont en 1867 et compte parmi les tout premiers séquoias de France. Le séquoia est une espèce en régression dans son habitat d’origine des forêts californiennes.
96,48.873134,2.286795534,16,JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH,464,21,M,Platane,Avenue Foch,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le platane commun appartient à la famille des Platanacées. Ce sujet fut témoin des travaux haussmanniens de modernisation de l’urbanisme parisien. Il s’agissait de créer des rangées d’arbres le long des nouvelles voies. Le Baron Haussmann opte alors pour le platane et le marronnier : « On doit à mon goût prononcé pour les marronniers […] l’emploi très généralisé de cette essence d’arbres dans nos plantations. Je m’accuse également d’avoir favorisé les platanes… ».
97,48.8844716,2.343107755,18,SQUARE LOUISE MICHEL / 6 PLACE SAINT PIERRE,366,21,M,Marronnier,Square Louise Michel,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Originaire d’Asie Mineure et des Balkans
98,48.86185385,2.379087766,11,SQUARE MAURICE GARDETTE / 8 RUE GENERAL BLAISE,265,20,M,Noisetier de Byzance,Square Maurice Gardette,Jardin,Cet arbre est classé remarquable pour son ampleur et son ancienneté. C'est le plus ancien des noisetiers parisiens.,Le noisetier de Byzance appartient à la famille des Bétulacées. Planté en 1879
99,48.84763638,2.252746488,16,JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT,430,25,M,Arbre aux quarante écus,Jardin des Serres d'Auteuil,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le ginkgo est une essence originaire de Chine appartenant à la famille des Ginkgoacées. Des restes fossilisés ont permis d'établir que le genre Gingko est apparu au début du jurassique
100,48.85575964,2.353991517,4,PLACE SAINT GERVAIS,200,12,M,Orme,Place Saint-Gervais,Voie publique,Cet arbre est classé remarquable pour son caractère historique.,L'orme appartient à la famille des Ulmacées. Cet orme a été planté en 1935 sur la place Saint-Gervais où
101,48.84282074,2.297287283,15,SQUARE SAINT LAMBERT / 2 RUE JEAN FORMIGE,253,20,A,Aulne,Square Saint Lambert,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Originaire du sud de l'Europe
102,48.85580495,2.300302929,7,JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE,121,14,A,Plaqueminier,Jardin du Champ de Mars,Jardin,Cet arbre est classé remarquable pour son ampleur et sa rareté botanique à Paris.,Originaire d'Asie
103,48.8823317,2.310245389,17,PELOUSE PLACE DU GENERAL CATROUX SUD  / 1  PLACE DU GENERAL CATROUX,390,26,M,Marronnier,Pelouses de la place du général Catroux,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Originaire d’Asie Mineure et des Balkans
104,48.88609868,2.344680143,18,SQUARE LOUISE MICHEL / 6 PLACE SAINT PIERRE,368,26,M,Pterocarya,Square Louise Michel,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le noyer du Caucase est un arbre à feuilles caduques de la famille des Juglandacées originaire des vallées du Caucase et de l'Elbourz. Il a été introduit en France en 1784 puis au Royaume-Uni en 1800. Depuis
105,48.88595143,2.341679693,18,SQUARE NADAR / 2 RUE SAINT ELEUTHERE,310,17,M,Sophora,Square Nadar,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le Sophora appartient à la famille des Fabacées. Cet arbre déploie un port majestueux
106,48.89393781,2.324438663,17,SQUARE DE LA VILLA SAINTE CROIX / 10 VILLA SAINTE CROIX,251,19,M,Metaséquoia,Square de la villa Sainte Croix,Jardin,Cet arbre est classé remarquable pour sa rareté botanique à Paris.,Le métaséquoia appartient à la famille des Cupressacées. Cet arbre figure souvent sur la liste des « arbres fossiles vivants » aux côtés du ginkgo (Ginkgo biloba). Il n’a quasiment pas évolué depuis des millions d’années.Cette essence est appréciée pour son port conique. Son feuillage « caduc » tombe en hiver ; une caractéristique assez rare chez les conifères.
107,48.86780691,2.388834145,20,LES PLATEAUX SAUVAGES / 7 RUE DES PLATRIERES,240,9,M,Amandier,Centre d'animation des Amandiers,Établissement culturel,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Originaire du Proche-Orient
108,48.82312886,2.338709258,14,PARC MONTSOURIS / 28 BOULEVARD JOURDAN,430,20,M,Arbre aux quarante écus,Parc Montsouris,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le ginkgo est une essence originaire de Chine appartenant à la famille des Ginkgoacées. Des restes fossilisés ont permis d'établir que le genre Gingko est apparu au début du jurassique
109,48.86913316,2.272248295,16,SQUARE ROBERT SCHUMAN,175,13,M,Chicot du Canada,Square Robert Schuman,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Rare en France
110,48.86151634,2.399065985,20,CIMETIERE DU PERE LACHAISE / DIV 77,155,11,A,Chicot du Canada,Cimetière du Père Lachaise,Cimetière,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Rare en France
111,48.8227147,2.338688411,14,PARC MONTSOURIS / 28 BOULEVARD JOURDAN,651,25,M,Platane,Parc Montsouris,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Essence typique de la famille des Platanacées
112,48.85974253,2.399983132,20,CIMETIERE DU PERE LACHAISE / DIV 76,347,22,M,Marronnier,Cimetière du Père Lachaise,Cimetière,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le marronnier est une essence originaire d’Asie Mineure et des Balkans de la famille des Sapindacées. Ses branches maîtresses
113,48.84758185,2.253277902,16,JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT,200,3,M,Catalpa,Jardin des Serres d'Auteuil,Jardin,Cet arbre est classé remarquable pour son ancienneté et son port couché très original à Paris.,Le genre Catalpa appartient à la famille des Bignoniacées. Cette essence est originaire des Étas-Unis. Tous les catalpas possèdent de très larges feuilles. Leur floraison blanche s'épanouit en été pour former ensuite de longues gousses semblables à de grands haricots. Les catalpas sont appréciés pour leur développement rapide et leur port large et majestueux lorsque les sujets vieillissent.
114,48.87153634,2.278169244,16,JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH,460,27,M,Platane,Avenue Foch,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le platane commun appartient à la famille des Platanacées. Ce sujet fut témoin des travaux haussmanniens de modernisation de l’urbanisme parisien. Il s’agissait de créer des rangées d’arbres le long des nouvelles voies. Le Baron Haussmann opte alors pour le platane et le marronnier : « On doit à mon goût prononcé pour les marronniers […] l’emploi très généralisé de cette essence d’arbres dans nos plantations. Je m’accuse également d’avoir favorisé les platanes… ».
115,48.88033549,2.381305308,19,PARC DES BUTTES CHAUMONT,740,30,M,Platane,Parc des Buttes Chaumont,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Essence typique de la famille des Platanacées
116,48.88146874,2.38368013,19,PARC DES BUTTES CHAUMONT,408,12,M,Sophora,Parc des Buttes Chaumont,Jardin,Cet arbre est classé remarquable pour son ancienneté et son port couché très original à Paris.,Originaire de Chine
117,48.88232205,2.384088217,19,PARC DES BUTTES CHAUMONT,280,24,A,Arbre aux quarante écus,Parc des Buttes Chaumont,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le ginkgo est une essence originaire de Chine appartenant à la famille des Ginkgoacées. Ce sujet présente des dimensions remarquables pour Paris. À l’automne
118,48.83964416,2.300975581,15,SQUARE DE LA PLACE ADOLPHE CHERIOUX / 260 RUE DE VAUGIRARD,180,15,A,Chêne,Square Adolphe Cherioux,Jardin,Cet arbre est classé remarquable pour son caractère symbolique d'arbre de la Liberté.,Le chêne de Hongrie est une essence originaire du sud et sud-est de l’Europe
119,48.85427329,2.335735251,6,RUE DE FURSTEMBERG,355,15,M,Paulownia,Rue de Furstemberg,Voie publique,Cet arbre est classé remarquable pour son caractère historique.,Originaire d’Asie
120,48.83302104,2.349917609,13,SQUARE RENE LE GALL / 1 RUE EMILE DESLANDRES,169,17,A,Chêne,Square René Le Gall,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Les chênes
121,48.88302933,2.370062797,19,PLACE DE LA BATAILLE DE STALINGRAD,220,23,M,Tilleul,Place de la Bataille de Stalingrad,Voie publique,Cet arbre est classé remarquable pour sa valeur symbolique. Il a été planté pour célébrer la libération de Paris.,Originaire d’Asie Mineure et du sud-est de l’Europe
122,48.85278262,2.351016049,4,SQUARE JEAN XXIII / 2 QUAI DE L ARCHEVECHE,210,19,A,Noisetier de Byzance,Square Jean XXIII,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le noisetier de Byzance est une essence originaire de l’Asie Mineure et de l’Europe appartenant à la famille des Bétulacées. Accolé à Notre-Dame de Paris
123,48.89409266,2.326331919,17,SQUARE DES EPINETTES,310,21,M,Marronnier,Square des Epinettes,Jardin,Cet arbre est classé remarquable pour sa rareté botanique à Paris.,Originaire du sud des États-Unis
124,48.84714675,2.251983536,16,JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT,562,30,M,Pterocarya,Jardin des Serres d'Auteuil,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le noyer du Caucase
125,48.86722804,2.27026875,16,SQUARE CLAUDE DEBUSSY / 51 AVENUE DU MARECHAL FAYOLLE,225,5,M,Cèdre,Square Debussy,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le cèdre du Liban est une essence originaire du Moyen-Orient appartenant à la famille des Pinacées. Véritable sculpture végétale aux grandes branches étalées
126,48.86385699,2.396637155,20,CIMETIERE DU PERE LACHAISE / DIV 78,180,16,A,Arbre aux quarante écus,Cimetière du Père Lachaise,Cimetière,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le ginkgo est une essence originaire de Chine appartenant à la famille des Ginkgoacées. Des restes fossilisés ont permis d'établir que le genre Gingko est apparu au début du jurassique
127,48.88566918,2.344714064,18,SQUARE LOUISE MICHEL / 6 PLACE SAINT PIERRE,212,16,M,Oranger des Osages,Square Louise Michel,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le Maclura est originaire d'Amérique du Nord et appartient à la famille des Moracées. Malgré son nom commun français il n'a aucun rapport avec les agrumes
128,48.86003338,2.269134615,16,JARDIN DU RANELAGH,447,28,M,Pterocarya,Jardin du Ranelagh,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le noyer du Caucase
129,48.86697546,2.319515216,8,JARDINS DES CHAMPS ELYSEES - JARDIN DES AMBASSADEURS / 10 AVENUE DES CHAMPS ELYSEES,360,19,M,Sequoia,Jardin des Champs Elysées,Jardin,Cet arbre est classé remarquable pour son ampleur et son empreinte dans le paysage.,Le séquoia géant est une essence originaire d’Amérique du Nord. Il appartient à la famille des Cupressacées qui comprend les arbres les plus gros et les plus âgés sur Terre. C'est une plante pyrophile ; ses graines ont besoin du feu pour se disperser et germer. Son écorce
